fechas;granularidad_espacial;granularidad_temporal;territorio;valor
2002-01;regional;mensual;CCAA_CASTILLA_MANCHA;74.99
2002-02;regional;mensual;CCAA_CASTILLA_MANCHA;75.04
2002-03;regional;mensual;CCAA_CASTILLA_MANCHA;75.64
2002-04;regional;mensual;CCAA_CASTILLA_MANCHA;76.64
2002-05;regional;mensual;CCAA_CASTILLA_MANCHA;76.93
2002-06;regional;mensual;CCAA_CASTILLA_MANCHA;77.19
2002-07;regional;mensual;CCAA_CASTILLA_MANCHA;76.35
2002-08;regional;mensual;CCAA_CASTILLA_MANCHA;76.4
2002-09;regional;mensual;CCAA_CASTILLA_MANCHA;76.63
2002-10;regional;mensual;CCAA_CASTILLA_MANCHA;77.59
2002-11;regional;mensual;CCAA_CASTILLA_MANCHA;77.83
2002-12;regional;mensual;CCAA_CASTILLA_MANCHA;77.89
2003-01;regional;mensual;CCAA_CASTILLA_MANCHA;77.2
2003-02;regional;mensual;CCAA_CASTILLA_MANCHA;77.37
2003-03;regional;mensual;CCAA_CASTILLA_MANCHA;77.81
2003-04;regional;mensual;CCAA_CASTILLA_MANCHA;78.85
2003-05;regional;mensual;CCAA_CASTILLA_MANCHA;79.01
2003-06;regional;mensual;CCAA_CASTILLA_MANCHA;79.21
2003-07;regional;mensual;CCAA_CASTILLA_MANCHA;78.42
2003-08;regional;mensual;CCAA_CASTILLA_MANCHA;78.54
2003-09;regional;mensual;CCAA_CASTILLA_MANCHA;78.68
2003-10;regional;mensual;CCAA_CASTILLA_MANCHA;79.54
2003-11;regional;mensual;CCAA_CASTILLA_MANCHA;79.73
2003-12;regional;mensual;CCAA_CASTILLA_MANCHA;79.86
2004-01;regional;mensual;CCAA_CASTILLA_MANCHA;78.9
2004-02;regional;mensual;CCAA_CASTILLA_MANCHA;79.09
2004-03;regional;mensual;CCAA_CASTILLA_MANCHA;79.68
2004-04;regional;mensual;CCAA_CASTILLA_MANCHA;80.84
2004-05;regional;mensual;CCAA_CASTILLA_MANCHA;81.14
2004-06;regional;mensual;CCAA_CASTILLA_MANCHA;81.36
2004-07;regional;mensual;CCAA_CASTILLA_MANCHA;80.43
2004-08;regional;mensual;CCAA_CASTILLA_MANCHA;80.54
2004-09;regional;mensual;CCAA_CASTILLA_MANCHA;80.69
2004-10;regional;mensual;CCAA_CASTILLA_MANCHA;81.74
2004-11;regional;mensual;CCAA_CASTILLA_MANCHA;82.04
2004-12;regional;mensual;CCAA_CASTILLA_MANCHA;82.18
2005-01;regional;mensual;CCAA_CASTILLA_MANCHA;81.08
2005-02;regional;mensual;CCAA_CASTILLA_MANCHA;81.12
2005-03;regional;mensual;CCAA_CASTILLA_MANCHA;81.71
2005-04;regional;mensual;CCAA_CASTILLA_MANCHA;82.98
2005-05;regional;mensual;CCAA_CASTILLA_MANCHA;83.24
2005-06;regional;mensual;CCAA_CASTILLA_MANCHA;83.37
2005-07;regional;mensual;CCAA_CASTILLA_MANCHA;82.22
2005-08;regional;mensual;CCAA_CASTILLA_MANCHA;82.35
2005-09;regional;mensual;CCAA_CASTILLA_MANCHA;82.73
2005-10;regional;mensual;CCAA_CASTILLA_MANCHA;83.78
2005-11;regional;mensual;CCAA_CASTILLA_MANCHA;84.16
2005-12;regional;mensual;CCAA_CASTILLA_MANCHA;84.41
2006-01;regional;mensual;CCAA_CASTILLA_MANCHA;83.39
2006-02;regional;mensual;CCAA_CASTILLA_MANCHA;83.52
2006-03;regional;mensual;CCAA_CASTILLA_MANCHA;84.33
2006-04;regional;mensual;CCAA_CASTILLA_MANCHA;85.48
2006-05;regional;mensual;CCAA_CASTILLA_MANCHA;85.68
2006-06;regional;mensual;CCAA_CASTILLA_MANCHA;85.86
2006-07;regional;mensual;CCAA_CASTILLA_MANCHA;84.76
2006-08;regional;mensual;CCAA_CASTILLA_MANCHA;84.83
2006-09;regional;mensual;CCAA_CASTILLA_MANCHA;85.04
2006-10;regional;mensual;CCAA_CASTILLA_MANCHA;86.08
2006-11;regional;mensual;CCAA_CASTILLA_MANCHA;86.29
2006-12;regional;mensual;CCAA_CASTILLA_MANCHA;86.44
2007-01;regional;mensual;CCAA_CASTILLA_MANCHA;85.58
2007-02;regional;mensual;CCAA_CASTILLA_MANCHA;85.71
2007-03;regional;mensual;CCAA_CASTILLA_MANCHA;86.31
2007-04;regional;mensual;CCAA_CASTILLA_MANCHA;87.63
2007-05;regional;mensual;CCAA_CASTILLA_MANCHA;87.71
2007-06;regional;mensual;CCAA_CASTILLA_MANCHA;87.81
2007-07;regional;mensual;CCAA_CASTILLA_MANCHA;86.67
2007-08;regional;mensual;CCAA_CASTILLA_MANCHA;86.82
2007-09;regional;mensual;CCAA_CASTILLA_MANCHA;87.3
2007-10;regional;mensual;CCAA_CASTILLA_MANCHA;88.8
2007-11;regional;mensual;CCAA_CASTILLA_MANCHA;89.25
2007-12;regional;mensual;CCAA_CASTILLA_MANCHA;89.39
2008-01;regional;mensual;CCAA_CASTILLA_MANCHA;88.34
2008-02;regional;mensual;CCAA_CASTILLA_MANCHA;88.52
2008-03;regional;mensual;CCAA_CASTILLA_MANCHA;89.09
2008-04;regional;mensual;CCAA_CASTILLA_MANCHA;90.24
2008-05;regional;mensual;CCAA_CASTILLA_MANCHA;90.48
2008-06;regional;mensual;CCAA_CASTILLA_MANCHA;90.68
2008-07;regional;mensual;CCAA_CASTILLA_MANCHA;89.69
2008-08;regional;mensual;CCAA_CASTILLA_MANCHA;89.84
2008-09;regional;mensual;CCAA_CASTILLA_MANCHA;90.06
2008-10;regional;mensual;CCAA_CASTILLA_MANCHA;91.13
2008-11;regional;mensual;CCAA_CASTILLA_MANCHA;91.43
2008-12;regional;mensual;CCAA_CASTILLA_MANCHA;91.35
2009-01;regional;mensual;CCAA_CASTILLA_MANCHA;89.81
2009-02;regional;mensual;CCAA_CASTILLA_MANCHA;89.58
2009-03;regional;mensual;CCAA_CASTILLA_MANCHA;90.05
2009-04;regional;mensual;CCAA_CASTILLA_MANCHA;91.14
2009-05;regional;mensual;CCAA_CASTILLA_MANCHA;90.99
2009-06;regional;mensual;CCAA_CASTILLA_MANCHA;91.06
2009-07;regional;mensual;CCAA_CASTILLA_MANCHA;89.8
2009-08;regional;mensual;CCAA_CASTILLA_MANCHA;89.78
2009-09;regional;mensual;CCAA_CASTILLA_MANCHA;89.75
2009-10;regional;mensual;CCAA_CASTILLA_MANCHA;90.89
2009-11;regional;mensual;CCAA_CASTILLA_MANCHA;91.28
2009-12;regional;mensual;CCAA_CASTILLA_MANCHA;91.31
2010-01;regional;mensual;CCAA_CASTILLA_MANCHA;89.66
2010-02;regional;mensual;CCAA_CASTILLA_MANCHA;89.4
2010-03;regional;mensual;CCAA_CASTILLA_MANCHA;89.92
2010-04;regional;mensual;CCAA_CASTILLA_MANCHA;90.77
2010-05;regional;mensual;CCAA_CASTILLA_MANCHA;90.98
2010-06;regional;mensual;CCAA_CASTILLA_MANCHA;91.31
2010-07;regional;mensual;CCAA_CASTILLA_MANCHA;90.35
2010-08;regional;mensual;CCAA_CASTILLA_MANCHA;90.59
2010-09;regional;mensual;CCAA_CASTILLA_MANCHA;90.78
2010-10;regional;mensual;CCAA_CASTILLA_MANCHA;91.88
2010-11;regional;mensual;CCAA_CASTILLA_MANCHA;92.3
2010-12;regional;mensual;CCAA_CASTILLA_MANCHA;92.61
2011-01;regional;mensual;CCAA_CASTILLA_MANCHA;91.04
2011-02;regional;mensual;CCAA_CASTILLA_MANCHA;90.95
2011-03;regional;mensual;CCAA_CASTILLA_MANCHA;91.54
2011-04;regional;mensual;CCAA_CASTILLA_MANCHA;92.74
2011-05;regional;mensual;CCAA_CASTILLA_MANCHA;92.92
2011-06;regional;mensual;CCAA_CASTILLA_MANCHA;92.81
2011-07;regional;mensual;CCAA_CASTILLA_MANCHA;91.75
2011-08;regional;mensual;CCAA_CASTILLA_MANCHA;91.91
2011-09;regional;mensual;CCAA_CASTILLA_MANCHA;92.18
2011-10;regional;mensual;CCAA_CASTILLA_MANCHA;93.37
2011-11;regional;mensual;CCAA_CASTILLA_MANCHA;93.8
2011-12;regional;mensual;CCAA_CASTILLA_MANCHA;93.85
2012-01;regional;mensual;CCAA_CASTILLA_MANCHA;92.04
2012-02;regional;mensual;CCAA_CASTILLA_MANCHA;91.91
2012-03;regional;mensual;CCAA_CASTILLA_MANCHA;92.41
2012-04;regional;mensual;CCAA_CASTILLA_MANCHA;93.63
2012-05;regional;mensual;CCAA_CASTILLA_MANCHA;93.77
2012-06;regional;mensual;CCAA_CASTILLA_MANCHA;93.78
2012-07;regional;mensual;CCAA_CASTILLA_MANCHA;92.86
2012-08;regional;mensual;CCAA_CASTILLA_MANCHA;92.93
2012-09;regional;mensual;CCAA_CASTILLA_MANCHA;93.78
2012-10;regional;mensual;CCAA_CASTILLA_MANCHA;95.22
2012-11;regional;mensual;CCAA_CASTILLA_MANCHA;95.51
2012-12;regional;mensual;CCAA_CASTILLA_MANCHA;95.52
2013-01;regional;mensual;CCAA_CASTILLA_MANCHA;93.76
2013-02;regional;mensual;CCAA_CASTILLA_MANCHA;93.71
2013-03;regional;mensual;CCAA_CASTILLA_MANCHA;94.31
2013-04;regional;mensual;CCAA_CASTILLA_MANCHA;95.27
2013-05;regional;mensual;CCAA_CASTILLA_MANCHA;95.5
2013-06;regional;mensual;CCAA_CASTILLA_MANCHA;95.55
2013-07;regional;mensual;CCAA_CASTILLA_MANCHA;94.27
2013-08;regional;mensual;CCAA_CASTILLA_MANCHA;94.4
2013-09;regional;mensual;CCAA_CASTILLA_MANCHA;94.59
2013-10;regional;mensual;CCAA_CASTILLA_MANCHA;95.58
2013-11;regional;mensual;CCAA_CASTILLA_MANCHA;95.89
2013-12;regional;mensual;CCAA_CASTILLA_MANCHA;95.81
2014-01;regional;mensual;CCAA_CASTILLA_MANCHA;94.0
2014-02;regional;mensual;CCAA_CASTILLA_MANCHA;93.87
2014-03;regional;mensual;CCAA_CASTILLA_MANCHA;94.33
2014-04;regional;mensual;CCAA_CASTILLA_MANCHA;95.52
2014-05;regional;mensual;CCAA_CASTILLA_MANCHA;95.46
2014-06;regional;mensual;CCAA_CASTILLA_MANCHA;95.44
2014-07;regional;mensual;CCAA_CASTILLA_MANCHA;94.14
2014-08;regional;mensual;CCAA_CASTILLA_MANCHA;94.21
2014-09;regional;mensual;CCAA_CASTILLA_MANCHA;94.39
2014-10;regional;mensual;CCAA_CASTILLA_MANCHA;95.46
2014-11;regional;mensual;CCAA_CASTILLA_MANCHA;95.76
2014-12;regional;mensual;CCAA_CASTILLA_MANCHA;95.69
2015-01;regional;mensual;CCAA_CASTILLA_MANCHA;93.87
2015-02;regional;mensual;CCAA_CASTILLA_MANCHA;93.77
2015-03;regional;mensual;CCAA_CASTILLA_MANCHA;94.29
2015-04;regional;mensual;CCAA_CASTILLA_MANCHA;95.46
2015-05;regional;mensual;CCAA_CASTILLA_MANCHA;95.7
2015-06;regional;mensual;CCAA_CASTILLA_MANCHA;95.82
2015-07;regional;mensual;CCAA_CASTILLA_MANCHA;94.6
2015-08;regional;mensual;CCAA_CASTILLA_MANCHA;94.7
2015-09;regional;mensual;CCAA_CASTILLA_MANCHA;94.94
2015-10;regional;mensual;CCAA_CASTILLA_MANCHA;96.12
2015-11;regional;mensual;CCAA_CASTILLA_MANCHA;96.52
2015-12;regional;mensual;CCAA_CASTILLA_MANCHA;96.44
2016-01;regional;mensual;CCAA_CASTILLA_MANCHA;94.66
2016-02;regional;mensual;CCAA_CASTILLA_MANCHA;94.69
2016-03;regional;mensual;CCAA_CASTILLA_MANCHA;95.31
2016-04;regional;mensual;CCAA_CASTILLA_MANCHA;96.16
2016-05;regional;mensual;CCAA_CASTILLA_MANCHA;96.42
2016-06;regional;mensual;CCAA_CASTILLA_MANCHA;96.45
2016-07;regional;mensual;CCAA_CASTILLA_MANCHA;95.17
2016-08;regional;mensual;CCAA_CASTILLA_MANCHA;95.42
2016-09;regional;mensual;CCAA_CASTILLA_MANCHA;95.63
2016-10;regional;mensual;CCAA_CASTILLA_MANCHA;96.71
2016-11;regional;mensual;CCAA_CASTILLA_MANCHA;97.18
2016-12;regional;mensual;CCAA_CASTILLA_MANCHA;97.25
2017-01;regional;mensual;CCAA_CASTILLA_MANCHA;95.53
2017-02;regional;mensual;CCAA_CASTILLA_MANCHA;95.39
2017-03;regional;mensual;CCAA_CASTILLA_MANCHA;95.95
2017-04;regional;mensual;CCAA_CASTILLA_MANCHA;97.1
2017-05;regional;mensual;CCAA_CASTILLA_MANCHA;96.98
2017-06;regional;mensual;CCAA_CASTILLA_MANCHA;97.16
2017-07;regional;mensual;CCAA_CASTILLA_MANCHA;96.27
2017-08;regional;mensual;CCAA_CASTILLA_MANCHA;96.45
2017-09;regional;mensual;CCAA_CASTILLA_MANCHA;96.61
2017-10;regional;mensual;CCAA_CASTILLA_MANCHA;97.47
2017-11;regional;mensual;CCAA_CASTILLA_MANCHA;97.8
2017-12;regional;mensual;CCAA_CASTILLA_MANCHA;97.87
2018-01;regional;mensual;CCAA_CASTILLA_MANCHA;96.32
2018-02;regional;mensual;CCAA_CASTILLA_MANCHA;96.48
2018-03;regional;mensual;CCAA_CASTILLA_MANCHA;96.99
2018-04;regional;mensual;CCAA_CASTILLA_MANCHA;97.89
2018-05;regional;mensual;CCAA_CASTILLA_MANCHA;98.08
2018-06;regional;mensual;CCAA_CASTILLA_MANCHA;98.08
2018-07;regional;mensual;CCAA_CASTILLA_MANCHA;97.05
2018-08;regional;mensual;CCAA_CASTILLA_MANCHA;97.14
2018-09;regional;mensual;CCAA_CASTILLA_MANCHA;97.4
2018-10;regional;mensual;CCAA_CASTILLA_MANCHA;98.4
2018-11;regional;mensual;CCAA_CASTILLA_MANCHA;98.72
2018-12;regional;mensual;CCAA_CASTILLA_MANCHA;98.67
2019-01;regional;mensual;CCAA_CASTILLA_MANCHA;96.93
2019-02;regional;mensual;CCAA_CASTILLA_MANCHA;96.97
2019-03;regional;mensual;CCAA_CASTILLA_MANCHA;97.58
2019-04;regional;mensual;CCAA_CASTILLA_MANCHA;98.72
2019-05;regional;mensual;CCAA_CASTILLA_MANCHA;98.69
2019-06;regional;mensual;CCAA_CASTILLA_MANCHA;98.92
2019-07;regional;mensual;CCAA_CASTILLA_MANCHA;97.87
2019-08;regional;mensual;CCAA_CASTILLA_MANCHA;98.04
2019-09;regional;mensual;CCAA_CASTILLA_MANCHA;98.24
2019-10;regional;mensual;CCAA_CASTILLA_MANCHA;99.32
2019-11;regional;mensual;CCAA_CASTILLA_MANCHA;99.74
2019-12;regional;mensual;CCAA_CASTILLA_MANCHA;99.72
2020-01;regional;mensual;CCAA_CASTILLA_MANCHA;97.99
2020-02;regional;mensual;CCAA_CASTILLA_MANCHA;98.17
2020-03;regional;mensual;CCAA_CASTILLA_MANCHA;98.69
2020-04;regional;mensual;CCAA_CASTILLA_MANCHA;99.84
2020-05;regional;mensual;CCAA_CASTILLA_MANCHA;100.0
2020-06;regional;mensual;CCAA_CASTILLA_MANCHA;100.08
2020-07;regional;mensual;CCAA_CASTILLA_MANCHA;98.62
2020-08;regional;mensual;CCAA_CASTILLA_MANCHA;98.62
2020-09;regional;mensual;CCAA_CASTILLA_MANCHA;98.84
2020-10;regional;mensual;CCAA_CASTILLA_MANCHA;99.73
2020-11;regional;mensual;CCAA_CASTILLA_MANCHA;99.95
2020-12;regional;mensual;CCAA_CASTILLA_MANCHA;99.86
2021-01;regional;mensual;CCAA_CASTILLA_MANCHA;98.59
2021-02;regional;mensual;CCAA_CASTILLA_MANCHA;98.5
2021-03;regional;mensual;CCAA_CASTILLA_MANCHA;98.98
2021-04;regional;mensual;CCAA_CASTILLA_MANCHA;99.94
2021-05;regional;mensual;CCAA_CASTILLA_MANCHA;100.25
2021-06;regional;mensual;CCAA_CASTILLA_MANCHA;100.35
2021-07;regional;mensual;CCAA_CASTILLA_MANCHA;99.32
2021-08;regional;mensual;CCAA_CASTILLA_MANCHA;99.42
2021-09;regional;mensual;CCAA_CASTILLA_MANCHA;99.86
2021-10;regional;mensual;CCAA_CASTILLA_MANCHA;101.19
2021-11;regional;mensual;CCAA_CASTILLA_MANCHA;101.66
2021-12;regional;mensual;CCAA_CASTILLA_MANCHA;101.94
2022-01;regional;mensual;CCAA_CASTILLA_MANCHA;101.23
2022-02;regional;mensual;CCAA_CASTILLA_MANCHA;101.84
2022-03;regional;mensual;CCAA_CASTILLA_MANCHA;102.7
2022-04;regional;mensual;CCAA_CASTILLA_MANCHA;104.87
2022-05;regional;mensual;CCAA_CASTILLA_MANCHA;105.61
2022-06;regional;mensual;CCAA_CASTILLA_MANCHA;106.27
2022-07;regional;mensual;CCAA_CASTILLA_MANCHA;105.97
2022-08;regional;mensual;CCAA_CASTILLA_MANCHA;106.28
2022-09;regional;mensual;CCAA_CASTILLA_MANCHA;106.49
2022-10;regional;mensual;CCAA_CASTILLA_MANCHA;107.79
2022-11;regional;mensual;CCAA_CASTILLA_MANCHA;108.66
2022-12;regional;mensual;CCAA_CASTILLA_MANCHA;109.84
2023-01;regional;mensual;CCAA_CASTILLA_MANCHA;109.65
2023-02;regional;mensual;CCAA_CASTILLA_MANCHA;110.47
2023-03;regional;mensual;CCAA_CASTILLA_MANCHA;111.29
2023-04;regional;mensual;CCAA_CASTILLA_MANCHA;112.46
2023-05;regional;mensual;CCAA_CASTILLA_MANCHA;112.74
2023-06;regional;mensual;CCAA_CASTILLA_MANCHA;113.26
2023-07;regional;mensual;CCAA_CASTILLA_MANCHA;113.04
2023-08;regional;mensual;CCAA_CASTILLA_MANCHA;113.38
2023-09;regional;mensual;CCAA_CASTILLA_MANCHA;113.35
2023-10;regional;mensual;CCAA_CASTILLA_MANCHA;113.94
2023-11;regional;mensual;CCAA_CASTILLA_MANCHA;114.18
2023-12;regional;mensual;CCAA_CASTILLA_MANCHA;114.55
2024-01;regional;mensual;CCAA_CASTILLA_MANCHA;114.05
2024-02;regional;mensual;CCAA_CASTILLA_MANCHA;114.68
2024-03;regional;mensual;CCAA_CASTILLA_MANCHA;115.26
2024-04;regional;mensual;CCAA_CASTILLA_MANCHA;116.02
2024-05;regional;mensual;CCAA_CASTILLA_MANCHA;116.22
2024-06;regional;mensual;CCAA_CASTILLA_MANCHA;116.52
2024-07;regional;mensual;CCAA_CASTILLA_MANCHA;115.99
2024-08;regional;mensual;CCAA_CASTILLA_MANCHA;116.23
2002-01;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;74.22
2002-02;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;74.38
2002-03;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;74.89
2002-04;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;76.16
2002-05;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;76.48
2002-06;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;76.53
2002-07;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;75.66
2002-08;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;75.81
2002-09;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;75.83
2002-10;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;76.25
2002-11;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;77.37
2002-12;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;77.51
2003-01;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;76.52
2003-02;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;76.68
2003-03;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;77.05
2003-04;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;78.48
2003-05;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;78.52
2003-06;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;78.56
2003-07;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;77.62
2003-08;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;77.82
2003-09;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;77.85
2003-10;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;78.42
2003-11;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;79.13
2003-12;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;79.31
2004-01;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;78.28
2004-02;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;78.36
2004-03;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;78.73
2004-04;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;80.11
2004-05;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;80.34
2004-06;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;80.46
2004-07;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;79.43
2004-08;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;79.73
2004-09;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;79.71
2004-10;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;80.58
2004-11;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;81.09
2004-12;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;81.22
2005-01;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;80.07
2005-02;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;80.16
2005-03;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;80.64
2005-04;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;81.98
2005-05;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;82.16
2005-06;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;82.35
2005-07;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;81.32
2005-08;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;81.54
2005-09;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;81.54
2005-10;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;82.45
2005-11;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;83.06
2005-12;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;83.36
2006-01;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;82.2
2006-02;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;82.38
2006-03;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;82.94
2006-04;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;84.25
2006-05;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;84.35
2006-06;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;84.43
2006-07;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;83.4
2006-08;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;83.64
2006-09;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;83.7
2006-10;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;84.54
2006-11;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;85.02
2006-12;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;85.06
2007-01;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;83.97
2007-02;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;84.22
2007-03;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;84.76
2007-04;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;86.24
2007-05;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;86.53
2007-06;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;86.68
2007-07;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;85.7
2007-08;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;85.99
2007-09;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;85.94
2007-10;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;87.12
2007-11;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;87.83
2007-12;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;87.95
2008-01;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;86.89
2008-02;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;87.27
2008-03;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;87.8
2008-04;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;89.03
2008-05;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;89.4
2008-06;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;89.64
2008-07;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;88.61
2008-08;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;88.95
2008-09;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;88.94
2008-10;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;89.82
2008-11;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;90.45
2008-12;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;90.37
2009-01;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;88.89
2009-02;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;88.75
2009-03;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;89.09
2009-04;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;90.27
2009-05;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;90.22
2009-06;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;90.31
2009-07;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;89.13
2009-08;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;89.31
2009-09;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;89.11
2009-10;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;90.03
2009-11;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;90.84
2009-12;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;90.72
2010-01;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;89.0
2010-02;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;88.94
2010-03;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;89.33
2010-04;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;90.36
2010-05;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;90.68
2010-06;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;90.95
2010-07;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;90.06
2010-08;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;90.44
2010-09;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;90.41
2010-10;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;91.34
2010-11;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;92.31
2010-12;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;92.34
2011-01;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;90.88
2011-02;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;91.06
2011-03;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;91.32
2011-04;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;92.67
2011-05;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;92.94
2011-06;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;92.88
2011-07;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;91.77
2011-08;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;92.12
2011-09;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;92.17
2011-10;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;93.16
2011-11;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;93.83
2011-12;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;93.98
2012-01;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;92.06
2012-02;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;92.13
2012-03;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;92.48
2012-04;regional;mensual;CCAA_PRINCIPADO_ASTURIAS;93.78
