fechas;granularidad_espacial;granularidad_temporal;territorio;valor
2017-06;regional;mensual;CCAA_ILLES_BALEARS;97.45
2017-07;regional;mensual;CCAA_ILLES_BALEARS;97.19
2017-08;regional;mensual;CCAA_ILLES_BALEARS;97.33
2017-09;regional;mensual;CCAA_ILLES_BALEARS;97.02
2017-10;regional;mensual;CCAA_ILLES_BALEARS;97.01
2017-11;regional;mensual;CCAA_ILLES_BALEARS;97.42
2017-12;regional;mensual;CCAA_ILLES_BALEARS;97.53
2018-01;regional;mensual;CCAA_ILLES_BALEARS;96.48
2018-02;regional;mensual;CCAA_ILLES_BALEARS;96.59
2018-03;regional;mensual;CCAA_ILLES_BALEARS;96.97
2018-04;regional;mensual;CCAA_ILLES_BALEARS;97.72
2018-05;regional;mensual;CCAA_ILLES_BALEARS;98.27
2018-06;regional;mensual;CCAA_ILLES_BALEARS;98.53
2018-07;regional;mensual;CCAA_ILLES_BALEARS;97.97
2018-08;regional;mensual;CCAA_ILLES_BALEARS;97.96
2018-09;regional;mensual;CCAA_ILLES_BALEARS;97.57
2018-10;regional;mensual;CCAA_ILLES_BALEARS;97.77
2018-11;regional;mensual;CCAA_ILLES_BALEARS;97.92
2018-12;regional;mensual;CCAA_ILLES_BALEARS;97.99
2019-01;regional;mensual;CCAA_ILLES_BALEARS;96.95
2019-02;regional;mensual;CCAA_ILLES_BALEARS;96.89
2019-03;regional;mensual;CCAA_ILLES_BALEARS;97.44
2019-04;regional;mensual;CCAA_ILLES_BALEARS;98.29
2019-05;regional;mensual;CCAA_ILLES_BALEARS;98.6
2019-06;regional;mensual;CCAA_ILLES_BALEARS;99.02
2019-07;regional;mensual;CCAA_ILLES_BALEARS;98.6
2019-08;regional;mensual;CCAA_ILLES_BALEARS;98.74
2019-09;regional;mensual;CCAA_ILLES_BALEARS;98.56
2019-10;regional;mensual;CCAA_ILLES_BALEARS;98.66
2019-11;regional;mensual;CCAA_ILLES_BALEARS;98.92
2019-12;regional;mensual;CCAA_ILLES_BALEARS;99.19
2020-01;regional;mensual;CCAA_ILLES_BALEARS;98.03
2020-02;regional;mensual;CCAA_ILLES_BALEARS;98.11
2020-03;regional;mensual;CCAA_ILLES_BALEARS;98.57
2020-04;regional;mensual;CCAA_ILLES_BALEARS;99.27
2020-05;regional;mensual;CCAA_ILLES_BALEARS;99.44
2020-06;regional;mensual;CCAA_ILLES_BALEARS;99.52
2020-07;regional;mensual;CCAA_ILLES_BALEARS;99.01
2020-08;regional;mensual;CCAA_ILLES_BALEARS;98.8
2020-09;regional;mensual;CCAA_ILLES_BALEARS;98.7
2020-10;regional;mensual;CCAA_ILLES_BALEARS;98.82
2020-11;regional;mensual;CCAA_ILLES_BALEARS;99.31
2020-12;regional;mensual;CCAA_ILLES_BALEARS;99.33
2021-01;regional;mensual;CCAA_ILLES_BALEARS;98.73
2021-02;regional;mensual;CCAA_ILLES_BALEARS;98.73
2021-03;regional;mensual;CCAA_ILLES_BALEARS;99.18
2021-04;regional;mensual;CCAA_ILLES_BALEARS;99.67
2021-05;regional;mensual;CCAA_ILLES_BALEARS;100.1
2021-06;regional;mensual;CCAA_ILLES_BALEARS;100.38
2021-07;regional;mensual;CCAA_ILLES_BALEARS;99.91
2021-08;regional;mensual;CCAA_ILLES_BALEARS;99.73
2021-09;regional;mensual;CCAA_ILLES_BALEARS;99.94
2021-10;regional;mensual;CCAA_ILLES_BALEARS;100.59
2021-11;regional;mensual;CCAA_ILLES_BALEARS;101.44
2021-12;regional;mensual;CCAA_ILLES_BALEARS;101.59
2022-01;regional;mensual;CCAA_ILLES_BALEARS;101.23
2022-02;regional;mensual;CCAA_ILLES_BALEARS;101.71
2022-03;regional;mensual;CCAA_ILLES_BALEARS;102.36
2022-04;regional;mensual;CCAA_ILLES_BALEARS;104.0
2022-05;regional;mensual;CCAA_ILLES_BALEARS;104.99
2022-06;regional;mensual;CCAA_ILLES_BALEARS;105.97
2022-07;regional;mensual;CCAA_ILLES_BALEARS;106.01
2022-08;regional;mensual;CCAA_ILLES_BALEARS;106.69
2022-09;regional;mensual;CCAA_ILLES_BALEARS;106.72
2022-10;regional;mensual;CCAA_ILLES_BALEARS;107.41
2022-11;regional;mensual;CCAA_ILLES_BALEARS;107.83
2022-12;regional;mensual;CCAA_ILLES_BALEARS;108.83
2023-01;regional;mensual;CCAA_ILLES_BALEARS;108.99
2023-02;regional;mensual;CCAA_ILLES_BALEARS;109.86
2023-03;regional;mensual;CCAA_ILLES_BALEARS;110.47
2023-04;regional;mensual;CCAA_ILLES_BALEARS;111.52
2023-05;regional;mensual;CCAA_ILLES_BALEARS;112.03
2023-06;regional;mensual;CCAA_ILLES_BALEARS;112.85
2023-07;regional;mensual;CCAA_ILLES_BALEARS;113.05
2023-08;regional;mensual;CCAA_ILLES_BALEARS;113.69
2023-09;regional;mensual;CCAA_ILLES_BALEARS;113.37
2023-10;regional;mensual;CCAA_ILLES_BALEARS;113.18
2023-11;regional;mensual;CCAA_ILLES_BALEARS;112.9
2023-12;regional;mensual;CCAA_ILLES_BALEARS;113.14
2024-01;regional;mensual;CCAA_ILLES_BALEARS;112.81
2024-02;regional;mensual;CCAA_ILLES_BALEARS;113.31
2024-03;regional;mensual;CCAA_ILLES_BALEARS;113.96
2024-04;regional;mensual;CCAA_ILLES_BALEARS;115.08
2024-05;regional;mensual;CCAA_ILLES_BALEARS;115.55
2024-06;regional;mensual;CCAA_ILLES_BALEARS;116.36
2024-07;regional;mensual;CCAA_ILLES_BALEARS;116.26
2024-08;regional;mensual;CCAA_ILLES_BALEARS;116.8
2002-01;regional;mensual;CCAA_CASTILLA_LEON;74.45
2002-02;regional;mensual;CCAA_CASTILLA_LEON;74.52
2002-03;regional;mensual;CCAA_CASTILLA_LEON;75.08
2002-04;regional;mensual;CCAA_CASTILLA_LEON;75.85
2002-05;regional;mensual;CCAA_CASTILLA_LEON;76.14
2002-06;regional;mensual;CCAA_CASTILLA_LEON;76.24
2002-07;regional;mensual;CCAA_CASTILLA_LEON;75.55
2002-08;regional;mensual;CCAA_CASTILLA_LEON;75.72
2002-09;regional;mensual;CCAA_CASTILLA_LEON;76.01
2002-10;regional;mensual;CCAA_CASTILLA_LEON;77.07
2002-11;regional;mensual;CCAA_CASTILLA_LEON;77.33
2002-12;regional;mensual;CCAA_CASTILLA_LEON;77.39
2003-01;regional;mensual;CCAA_CASTILLA_LEON;76.56
2003-02;regional;mensual;CCAA_CASTILLA_LEON;76.67
2003-03;regional;mensual;CCAA_CASTILLA_LEON;77.17
2003-04;regional;mensual;CCAA_CASTILLA_LEON;78.09
2003-05;regional;mensual;CCAA_CASTILLA_LEON;78.21
2003-06;regional;mensual;CCAA_CASTILLA_LEON;78.3
2003-07;regional;mensual;CCAA_CASTILLA_LEON;77.48
2003-08;regional;mensual;CCAA_CASTILLA_LEON;77.6
2003-09;regional;mensual;CCAA_CASTILLA_LEON;77.77
2003-10;regional;mensual;CCAA_CASTILLA_LEON;78.67
2003-11;regional;mensual;CCAA_CASTILLA_LEON;78.9
2003-12;regional;mensual;CCAA_CASTILLA_LEON;78.94
2004-01;regional;mensual;CCAA_CASTILLA_LEON;77.92
2004-02;regional;mensual;CCAA_CASTILLA_LEON;78.14
2004-03;regional;mensual;CCAA_CASTILLA_LEON;78.68
2004-04;regional;mensual;CCAA_CASTILLA_LEON;79.76
2004-05;regional;mensual;CCAA_CASTILLA_LEON;80.03
2004-06;regional;mensual;CCAA_CASTILLA_LEON;80.24
2004-07;regional;mensual;CCAA_CASTILLA_LEON;79.41
2004-08;regional;mensual;CCAA_CASTILLA_LEON;79.61
2004-09;regional;mensual;CCAA_CASTILLA_LEON;79.93
2004-10;regional;mensual;CCAA_CASTILLA_LEON;80.62
2004-11;regional;mensual;CCAA_CASTILLA_LEON;80.94
2004-12;regional;mensual;CCAA_CASTILLA_LEON;80.94
2005-01;regional;mensual;CCAA_CASTILLA_LEON;79.92
2005-02;regional;mensual;CCAA_CASTILLA_LEON;80.11
2005-03;regional;mensual;CCAA_CASTILLA_LEON;80.76
2005-04;regional;mensual;CCAA_CASTILLA_LEON;81.78
2005-05;regional;mensual;CCAA_CASTILLA_LEON;81.95
2005-06;regional;mensual;CCAA_CASTILLA_LEON;82.08
2005-07;regional;mensual;CCAA_CASTILLA_LEON;81.21
2005-08;regional;mensual;CCAA_CASTILLA_LEON;81.36
2005-09;regional;mensual;CCAA_CASTILLA_LEON;81.77
2005-10;regional;mensual;CCAA_CASTILLA_LEON;82.62
2005-11;regional;mensual;CCAA_CASTILLA_LEON;83.06
2005-12;regional;mensual;CCAA_CASTILLA_LEON;83.22
2006-01;regional;mensual;CCAA_CASTILLA_LEON;82.22
2006-02;regional;mensual;CCAA_CASTILLA_LEON;82.36
2006-03;regional;mensual;CCAA_CASTILLA_LEON;83.08
2006-04;regional;mensual;CCAA_CASTILLA_LEON;84.16
2006-05;regional;mensual;CCAA_CASTILLA_LEON;84.29
2006-06;regional;mensual;CCAA_CASTILLA_LEON;84.47
2006-07;regional;mensual;CCAA_CASTILLA_LEON;83.62
2006-08;regional;mensual;CCAA_CASTILLA_LEON;83.73
2006-09;regional;mensual;CCAA_CASTILLA_LEON;84.04
2006-10;regional;mensual;CCAA_CASTILLA_LEON;84.82
2006-11;regional;mensual;CCAA_CASTILLA_LEON;85.13
2006-12;regional;mensual;CCAA_CASTILLA_LEON;85.17
2007-01;regional;mensual;CCAA_CASTILLA_LEON;84.37
2007-02;regional;mensual;CCAA_CASTILLA_LEON;84.56
2007-03;regional;mensual;CCAA_CASTILLA_LEON;85.1
2007-04;regional;mensual;CCAA_CASTILLA_LEON;86.2
2007-05;regional;mensual;CCAA_CASTILLA_LEON;86.28
2007-06;regional;mensual;CCAA_CASTILLA_LEON;86.39
2007-07;regional;mensual;CCAA_CASTILLA_LEON;85.59
2007-08;regional;mensual;CCAA_CASTILLA_LEON;85.85
2007-09;regional;mensual;CCAA_CASTILLA_LEON;86.2
2007-10;regional;mensual;CCAA_CASTILLA_LEON;87.4
2007-11;regional;mensual;CCAA_CASTILLA_LEON;87.91
2007-12;regional;mensual;CCAA_CASTILLA_LEON;88.08
2008-01;regional;mensual;CCAA_CASTILLA_LEON;87.01
2008-02;regional;mensual;CCAA_CASTILLA_LEON;87.33
2008-03;regional;mensual;CCAA_CASTILLA_LEON;87.98
2008-04;regional;mensual;CCAA_CASTILLA_LEON;88.91
2008-05;regional;mensual;CCAA_CASTILLA_LEON;89.12
2008-06;regional;mensual;CCAA_CASTILLA_LEON;89.28
2008-07;regional;mensual;CCAA_CASTILLA_LEON;88.53
2008-08;regional;mensual;CCAA_CASTILLA_LEON;88.78
2008-09;regional;mensual;CCAA_CASTILLA_LEON;89.03
2008-10;regional;mensual;CCAA_CASTILLA_LEON;89.77
2008-11;regional;mensual;CCAA_CASTILLA_LEON;90.06
2008-12;regional;mensual;CCAA_CASTILLA_LEON;90.0
2009-01;regional;mensual;CCAA_CASTILLA_LEON;88.57
2009-02;regional;mensual;CCAA_CASTILLA_LEON;88.46
2009-03;regional;mensual;CCAA_CASTILLA_LEON;88.89
2009-04;regional;mensual;CCAA_CASTILLA_LEON;89.84
2009-05;regional;mensual;CCAA_CASTILLA_LEON;89.78
2009-06;regional;mensual;CCAA_CASTILLA_LEON;89.82
2009-07;regional;mensual;CCAA_CASTILLA_LEON;88.89
2009-08;regional;mensual;CCAA_CASTILLA_LEON;88.97
2009-09;regional;mensual;CCAA_CASTILLA_LEON;89.0
2009-10;regional;mensual;CCAA_CASTILLA_LEON;89.83
2009-11;regional;mensual;CCAA_CASTILLA_LEON;90.2
2009-12;regional;mensual;CCAA_CASTILLA_LEON;90.12
2010-01;regional;mensual;CCAA_CASTILLA_LEON;88.56
2010-02;regional;mensual;CCAA_CASTILLA_LEON;88.48
2010-03;regional;mensual;CCAA_CASTILLA_LEON;88.97
2010-04;regional;mensual;CCAA_CASTILLA_LEON;89.74
2010-05;regional;mensual;CCAA_CASTILLA_LEON;89.9
2010-06;regional;mensual;CCAA_CASTILLA_LEON;90.1
2010-07;regional;mensual;CCAA_CASTILLA_LEON;89.5
2010-08;regional;mensual;CCAA_CASTILLA_LEON;89.79
2010-09;regional;mensual;CCAA_CASTILLA_LEON;89.93
2010-10;regional;mensual;CCAA_CASTILLA_LEON;90.78
2010-11;regional;mensual;CCAA_CASTILLA_LEON;91.2
2010-12;regional;mensual;CCAA_CASTILLA_LEON;91.45
2011-01;regional;mensual;CCAA_CASTILLA_LEON;89.95
2011-02;regional;mensual;CCAA_CASTILLA_LEON;90.01
2011-03;regional;mensual;CCAA_CASTILLA_LEON;90.49
2011-04;regional;mensual;CCAA_CASTILLA_LEON;91.64
2011-05;regional;mensual;CCAA_CASTILLA_LEON;91.73
2011-06;regional;mensual;CCAA_CASTILLA_LEON;91.68
2011-07;regional;mensual;CCAA_CASTILLA_LEON;90.92
2011-08;regional;mensual;CCAA_CASTILLA_LEON;91.17
2011-09;regional;mensual;CCAA_CASTILLA_LEON;91.39
2011-10;regional;mensual;CCAA_CASTILLA_LEON;92.31
2011-11;regional;mensual;CCAA_CASTILLA_LEON;92.75
2011-12;regional;mensual;CCAA_CASTILLA_LEON;92.85
2012-01;regional;mensual;CCAA_CASTILLA_LEON;91.18
2012-02;regional;mensual;CCAA_CASTILLA_LEON;91.21
2012-03;regional;mensual;CCAA_CASTILLA_LEON;91.71
2012-04;regional;mensual;CCAA_CASTILLA_LEON;92.89
2012-05;regional;mensual;CCAA_CASTILLA_LEON;92.99
2012-06;regional;mensual;CCAA_CASTILLA_LEON;93.02
2012-07;regional;mensual;CCAA_CASTILLA_LEON;92.25
2012-08;regional;mensual;CCAA_CASTILLA_LEON;92.44
2012-09;regional;mensual;CCAA_CASTILLA_LEON;93.28
2012-10;regional;mensual;CCAA_CASTILLA_LEON;94.53
2012-11;regional;mensual;CCAA_CASTILLA_LEON;94.83
2012-12;regional;mensual;CCAA_CASTILLA_LEON;94.84
2013-01;regional;mensual;CCAA_CASTILLA_LEON;93.18
2013-02;regional;mensual;CCAA_CASTILLA_LEON;93.22
2013-03;regional;mensual;CCAA_CASTILLA_LEON;93.79
2013-04;regional;mensual;CCAA_CASTILLA_LEON;94.56
2013-05;regional;mensual;CCAA_CASTILLA_LEON;94.85
2013-06;regional;mensual;CCAA_CASTILLA_LEON;94.87
2013-07;regional;mensual;CCAA_CASTILLA_LEON;93.92
2013-08;regional;mensual;CCAA_CASTILLA_LEON;94.06
2013-09;regional;mensual;CCAA_CASTILLA_LEON;94.25
2013-10;regional;mensual;CCAA_CASTILLA_LEON;95.01
2013-11;regional;mensual;CCAA_CASTILLA_LEON;95.39
2013-12;regional;mensual;CCAA_CASTILLA_LEON;95.28
2014-01;regional;mensual;CCAA_CASTILLA_LEON;93.52
2014-02;regional;mensual;CCAA_CASTILLA_LEON;93.47
2014-03;regional;mensual;CCAA_CASTILLA_LEON;93.9
2014-04;regional;mensual;CCAA_CASTILLA_LEON;94.84
2014-05;regional;mensual;CCAA_CASTILLA_LEON;94.91
2014-06;regional;mensual;CCAA_CASTILLA_LEON;94.89
2014-07;regional;mensual;CCAA_CASTILLA_LEON;93.84
2014-08;regional;mensual;CCAA_CASTILLA_LEON;93.93
2014-09;regional;mensual;CCAA_CASTILLA_LEON;94.2
2014-10;regional;mensual;CCAA_CASTILLA_LEON;94.98
2014-11;regional;mensual;CCAA_CASTILLA_LEON;95.35
2014-12;regional;mensual;CCAA_CASTILLA_LEON;95.3
2015-01;regional;mensual;CCAA_CASTILLA_LEON;93.59
2015-02;regional;mensual;CCAA_CASTILLA_LEON;93.53
2015-03;regional;mensual;CCAA_CASTILLA_LEON;94.02
2015-04;regional;mensual;CCAA_CASTILLA_LEON;95.12
2015-05;regional;mensual;CCAA_CASTILLA_LEON;95.43
2015-06;regional;mensual;CCAA_CASTILLA_LEON;95.58
2015-07;regional;mensual;CCAA_CASTILLA_LEON;94.64
2015-08;regional;mensual;CCAA_CASTILLA_LEON;94.75
2015-09;regional;mensual;CCAA_CASTILLA_LEON;94.95
2015-10;regional;mensual;CCAA_CASTILLA_LEON;95.82
2015-11;regional;mensual;CCAA_CASTILLA_LEON;96.26
2015-12;regional;mensual;CCAA_CASTILLA_LEON;96.17
2016-01;regional;mensual;CCAA_CASTILLA_LEON;94.51
2016-02;regional;mensual;CCAA_CASTILLA_LEON;94.56
2016-03;regional;mensual;CCAA_CASTILLA_LEON;95.22
2016-04;regional;mensual;CCAA_CASTILLA_LEON;95.87
2016-05;regional;mensual;CCAA_CASTILLA_LEON;96.2
2016-06;regional;mensual;CCAA_CASTILLA_LEON;96.17
2016-07;regional;mensual;CCAA_CASTILLA_LEON;95.24
2016-08;regional;mensual;CCAA_CASTILLA_LEON;95.56
2016-09;regional;mensual;CCAA_CASTILLA_LEON;95.83
2016-10;regional;mensual;CCAA_CASTILLA_LEON;96.76
2016-11;regional;mensual;CCAA_CASTILLA_LEON;97.17
2016-12;regional;mensual;CCAA_CASTILLA_LEON;97.19
2017-01;regional;mensual;CCAA_CASTILLA_LEON;95.61
2017-02;regional;mensual;CCAA_CASTILLA_LEON;95.65
2017-03;regional;mensual;CCAA_CASTILLA_LEON;96.04
2017-04;regional;mensual;CCAA_CASTILLA_LEON;97.12
2017-05;regional;mensual;CCAA_CASTILLA_LEON;97.18
2017-06;regional;mensual;CCAA_CASTILLA_LEON;97.33
2017-07;regional;mensual;CCAA_CASTILLA_LEON;96.54
2017-08;regional;mensual;CCAA_CASTILLA_LEON;96.72
2017-09;regional;mensual;CCAA_CASTILLA_LEON;96.84
2017-10;regional;mensual;CCAA_CASTILLA_LEON;97.54
2017-11;regional;mensual;CCAA_CASTILLA_LEON;97.87
2017-12;regional;mensual;CCAA_CASTILLA_LEON;97.83
2018-01;regional;mensual;CCAA_CASTILLA_LEON;96.27
2018-02;regional;mensual;CCAA_CASTILLA_LEON;96.48
2018-03;regional;mensual;CCAA_CASTILLA_LEON;96.95
2018-04;regional;mensual;CCAA_CASTILLA_LEON;97.73
2018-05;regional;mensual;CCAA_CASTILLA_LEON;98.17
2018-06;regional;mensual;CCAA_CASTILLA_LEON;98.23
2018-07;regional;mensual;CCAA_CASTILLA_LEON;97.29
2018-08;regional;mensual;CCAA_CASTILLA_LEON;97.4
2018-09;regional;mensual;CCAA_CASTILLA_LEON;97.66
2018-10;regional;mensual;CCAA_CASTILLA_LEON;98.55
2018-11;regional;mensual;CCAA_CASTILLA_LEON;98.7
2018-12;regional;mensual;CCAA_CASTILLA_LEON;98.63
2019-01;regional;mensual;CCAA_CASTILLA_LEON;96.96
2019-02;regional;mensual;CCAA_CASTILLA_LEON;97.0
2019-03;regional;mensual;CCAA_CASTILLA_LEON;97.55
2019-04;regional;mensual;CCAA_CASTILLA_LEON;98.72
2019-05;regional;mensual;CCAA_CASTILLA_LEON;98.81
2019-06;regional;mensual;CCAA_CASTILLA_LEON;98.91
2019-07;regional;mensual;CCAA_CASTILLA_LEON;98.1
2019-08;regional;mensual;CCAA_CASTILLA_LEON;98.17
2019-09;regional;mensual;CCAA_CASTILLA_LEON;98.47
2019-10;regional;mensual;CCAA_CASTILLA_LEON;99.24
2019-11;regional;mensual;CCAA_CASTILLA_LEON;99.51
2019-12;regional;mensual;CCAA_CASTILLA_LEON;99.48
2020-01;regional;mensual;CCAA_CASTILLA_LEON;97.9
2020-02;regional;mensual;CCAA_CASTILLA_LEON;98.19
2020-03;regional;mensual;CCAA_CASTILLA_LEON;98.65
2020-04;regional;mensual;CCAA_CASTILLA_LEON;99.8
2020-05;regional;mensual;CCAA_CASTILLA_LEON;99.92
2020-06;regional;mensual;CCAA_CASTILLA_LEON;99.95
2020-07;regional;mensual;CCAA_CASTILLA_LEON;98.69
2020-08;regional;mensual;CCAA_CASTILLA_LEON;98.7
2020-09;regional;mensual;CCAA_CASTILLA_LEON;98.98
2020-10;regional;mensual;CCAA_CASTILLA_LEON;99.65
2020-11;regional;mensual;CCAA_CASTILLA_LEON;99.87
2020-12;regional;mensual;CCAA_CASTILLA_LEON;99.74
2021-01;regional;mensual;CCAA_CASTILLA_LEON;98.64
2021-02;regional;mensual;CCAA_CASTILLA_LEON;98.6
2021-03;regional;mensual;CCAA_CASTILLA_LEON;98.99
2021-04;regional;mensual;CCAA_CASTILLA_LEON;99.84
2021-05;regional;mensual;CCAA_CASTILLA_LEON;100.18
2021-06;regional;mensual;CCAA_CASTILLA_LEON;100.25
2021-07;regional;mensual;CCAA_CASTILLA_LEON;99.43
2021-08;regional;mensual;CCAA_CASTILLA_LEON;99.47
2021-09;regional;mensual;CCAA_CASTILLA_LEON;99.9
2021-10;regional;mensual;CCAA_CASTILLA_LEON;101.08
2021-11;regional;mensual;CCAA_CASTILLA_LEON;101.68
2021-12;regional;mensual;CCAA_CASTILLA_LEON;101.94
2022-01;regional;mensual;CCAA_CASTILLA_LEON;101.0
2022-02;regional;mensual;CCAA_CASTILLA_LEON;101.66
2022-03;regional;mensual;CCAA_CASTILLA_LEON;102.39
2022-04;regional;mensual;CCAA_CASTILLA_LEON;104.41
2022-05;regional;mensual;CCAA_CASTILLA_LEON;105.24
2022-06;regional;mensual;CCAA_CASTILLA_LEON;105.86
2022-07;regional;mensual;CCAA_CASTILLA_LEON;105.49
2022-08;regional;mensual;CCAA_CASTILLA_LEON;105.91
2022-09;regional;mensual;CCAA_CASTILLA_LEON;106.33
2022-10;regional;mensual;CCAA_CASTILLA_LEON;107.38
2022-11;regional;mensual;CCAA_CASTILLA_LEON;108.44
2022-12;regional;mensual;CCAA_CASTILLA_LEON;109.49
2023-01;regional;mensual;CCAA_CASTILLA_LEON;109.03
2023-02;regional;mensual;CCAA_CASTILLA_LEON;109.86
2023-03;regional;mensual;CCAA_CASTILLA_LEON;110.56
2023-04;regional;mensual;CCAA_CASTILLA_LEON;111.75
2023-05;regional;mensual;CCAA_CASTILLA_LEON;112.11
2023-06;regional;mensual;CCAA_CASTILLA_LEON;112.6
2023-07;regional;mensual;CCAA_CASTILLA_LEON;112.34
2023-08;regional;mensual;CCAA_CASTILLA_LEON;112.77
2023-09;regional;mensual;CCAA_CASTILLA_LEON;112.61
2023-10;regional;mensual;CCAA_CASTILLA_LEON;113.14
2023-11;regional;mensual;CCAA_CASTILLA_LEON;113.37
2023-12;regional;mensual;CCAA_CASTILLA_LEON;113.7
2024-01;regional;mensual;CCAA_CASTILLA_LEON;113.17
2024-02;regional;mensual;CCAA_CASTILLA_LEON;113.81
2024-03;regional;mensual;CCAA_CASTILLA_LEON;114.29
2024-04;regional;mensual;CCAA_CASTILLA_LEON;114.94
2024-05;regional;mensual;CCAA_CASTILLA_LEON;115.35
2024-06;regional;mensual;CCAA_CASTILLA_LEON;115.75
2024-07;regional;mensual;CCAA_CASTILLA_LEON;115.23
2024-08;regional;mensual;CCAA_CASTILLA_LEON;115.51
2002-01;regional;mensual;CCAA_CANARIAS;81.31
2002-02;regional;mensual;CCAA_CANARIAS;81.26
2002-03;regional;mensual;CCAA_CANARIAS;81.71
2002-04;regional;mensual;CCAA_CANARIAS;82.49
2002-05;regional;mensual;CCAA_CANARIAS;82.78
2002-06;regional;mensual;CCAA_CANARIAS;82.97
2002-07;regional;mensual;CCAA_CANARIAS;82.33
2002-08;regional;mensual;CCAA_CANARIAS;82.55
2002-09;regional;mensual;CCAA_CANARIAS;82.78
2002-10;regional;mensual;CCAA_CANARIAS;83.29
2002-11;regional;mensual;CCAA_CANARIAS;83.47
2002-12;regional;mensual;CCAA_CANARIAS;83.72
2003-01;regional;mensual;CCAA_CANARIAS;83.25
2003-02;regional;mensual;CCAA_CANARIAS;83.32
2003-03;regional;mensual;CCAA_CANARIAS;83.83
2003-04;regional;mensual;CCAA_CANARIAS;84.53
2003-05;regional;mensual;CCAA_CANARIAS;84.69
2003-06;regional;mensual;CCAA_CANARIAS;84.78
2003-07;regional;mensual;CCAA_CANARIAS;83.97
2003-08;regional;mensual;CCAA_CANARIAS;84.01
2003-09;regional;mensual;CCAA_CANARIAS;84.33
2003-10;regional;mensual;CCAA_CANARIAS;84.55
2003-11;regional;mensual;CCAA_CANARIAS;84.91
2003-12;regional;mensual;CCAA_CANARIAS;85.16
2004-01;regional;mensual;CCAA_CANARIAS;84.72
2004-02;regional;mensual;CCAA_CANARIAS;84.73
2004-03;regional;mensual;CCAA_CANARIAS;85.04
2004-04;regional;mensual;CCAA_CANARIAS;85.85
2004-05;regional;mensual;CCAA_CANARIAS;86.01
2004-06;regional;mensual;CCAA_CANARIAS;86.25
2004-07;regional;mensual;CCAA_CANARIAS;85.62
2004-08;regional;mensual;CCAA_CANARIAS;85.74
2004-09;regional;mensual;CCAA_CANARIAS;86.02
2004-10;regional;mensual;CCAA_CANARIAS;86.38
2004-11;regional;mensual;CCAA_CANARIAS;86.79
2004-12;regional;mensual;CCAA_CANARIAS;86.9
2005-01;regional;mensual;CCAA_CANARIAS;86.28
2005-02;regional;mensual;CCAA_CANARIAS;86.44
2005-03;regional;mensual;CCAA_CANARIAS;86.76
2005-04;regional;mensual;CCAA_CANARIAS;87.28
2005-05;regional;mensual;CCAA_CANARIAS;87.45
2005-06;regional;mensual;CCAA_CANARIAS;87.63
2005-07;regional;mensual;CCAA_CANARIAS;86.94
2005-08;regional;mensual;CCAA_CANARIAS;87.06
2005-09;regional;mensual;CCAA_CANARIAS;87.36
2005-10;regional;mensual;CCAA_CANARIAS;87.83
2005-11;regional;mensual;CCAA_CANARIAS;88.28
2005-12;regional;mensual;CCAA_CANARIAS;88.52
2006-01;regional;mensual;CCAA_CANARIAS;88.15
2006-02;regional;mensual;CCAA_CANARIAS;88.29
2006-03;regional;mensual;CCAA_CANARIAS;88.94
2006-04;regional;mensual;CCAA_CANARIAS;89.69
2006-05;regional;mensual;CCAA_CANARIAS;89.9
2006-06;regional;mensual;CCAA_CANARIAS;90.03
2006-07;regional;mensual;CCAA_CANARIAS;89.19
2006-08;regional;mensual;CCAA_CANARIAS;89.28
2006-09;regional;mensual;CCAA_CANARIAS;89.43
2006-10;regional;mensual;CCAA_CANARIAS;89.76
2006-11;regional;mensual;CCAA_CANARIAS;90.11
2006-12;regional;mensual;CCAA_CANARIAS;90.3
2007-01;regional;mensual;CCAA_CANARIAS;89.76
2007-02;regional;mensual;CCAA_CANARIAS;89.8
2007-03;regional;mensual;CCAA_CANARIAS;90.31
2007-04;regional;mensual;CCAA_CANARIAS;91.16
2007-05;regional;mensual;CCAA_CANARIAS;91.23
2007-06;regional;mensual;CCAA_CANARIAS;91.32
2007-07;regional;mensual;CCAA_CANARIAS;90.51
2007-08;regional;mensual;CCAA_CANARIAS;90.68
2007-09;regional;mensual;CCAA_CANARIAS;90.97
2007-10;regional;mensual;CCAA_CANARIAS;91.84
2007-11;regional;mensual;CCAA_CANARIAS;92.44
2007-12;regional;mensual;CCAA_CANARIAS;92.89
2008-01;regional;mensual;CCAA_CANARIAS;92.21
2008-02;regional;mensual;CCAA_CANARIAS;92.31
2008-03;regional;mensual;CCAA_CANARIAS;93.03
2008-04;regional;mensual;CCAA_CANARIAS;93.89
2008-05;regional;mensual;CCAA_CANARIAS;94.08
2008-06;regional;mensual;CCAA_CANARIAS;94.35
2008-07;regional;mensual;CCAA_CANARIAS;93.79
2008-08;regional;mensual;CCAA_CANARIAS;93.99
2008-09;regional;mensual;CCAA_CANARIAS;94.2
2008-10;regional;mensual;CCAA_CANARIAS;94.8
2008-11;regional;mensual;CCAA_CANARIAS;95.01
2008-12;regional;mensual;CCAA_CANARIAS;95.04
2009-01;regional;mensual;CCAA_CANARIAS;93.94
2009-02;regional;mensual;CCAA_CANARIAS;93.74
2009-03;regional;mensual;CCAA_CANARIAS;94.22
2009-04;regional;mensual;CCAA_CANARIAS;94.89
