TIME_PERIOD;SEXO;EDAD;MEDIDAS;TERRITORIO;OBSERVACIONES
2009;Mujeres;Total;Defunciones;La Gomera;84
2009;Mujeres;Total;Defunciones;Gran Canaria;2355
2009;Mujeres;Total;Defunciones;Fuerteventura;127
2009;Mujeres;Total;Defunciones;El Hierro;31
2009;Mujeres;Total;Defunciones;Canarias;5974
2009;Mujeres;Menos de 7 días;Defunciones;Tenerife;7
2009;Mujeres;Menos de 7 días;Defunciones;Lanzarote;1
2009;Mujeres;Menos de 7 días;Defunciones;La Palma;0
2009;Mujeres;Menos de 7 días;Defunciones;La Gomera;0
2009;Mujeres;Menos de 7 días;Defunciones;Gran Canaria;3
2009;Mujeres;Menos de 7 días;Defunciones;Fuerteventura;1
2009;Mujeres;Menos de 7 días;Defunciones;El Hierro;0
2009;Mujeres;Menos de 7 días;Defunciones;Canarias;12
2009;Mujeres;De 7 a 27 días;Defunciones;Tenerife;4
2009;Mujeres;De 7 a 27 días;Defunciones;Lanzarote;1
2009;Mujeres;De 7 a 27 días;Defunciones;La Palma;0
2009;Mujeres;De 7 a 27 días;Defunciones;La Gomera;0
2009;Mujeres;De 7 a 27 días;Defunciones;Gran Canaria;0
2009;Mujeres;De 7 a 27 días;Defunciones;Fuerteventura;0
2009;Mujeres;De 7 a 27 días;Defunciones;El Hierro;0
2009;Mujeres;De 7 a 27 días;Defunciones;Canarias;5
2009;Mujeres;De 28 días a menos de 1 año;Defunciones;Tenerife;3
2009;Mujeres;De 28 días a menos de 1 año;Defunciones;Lanzarote;3
2009;Mujeres;De 28 días a menos de 1 año;Defunciones;La Palma;0
2009;Mujeres;De 28 días a menos de 1 año;Defunciones;La Gomera;0
2009;Mujeres;De 28 días a menos de 1 año;Defunciones;Gran Canaria;1
2009;Mujeres;De 28 días a menos de 1 año;Defunciones;Fuerteventura;0
2009;Mujeres;De 28 días a menos de 1 año;Defunciones;El Hierro;1
2009;Mujeres;De 28 días a menos de 1 año;Defunciones;Canarias;8
2010;Total;Menor de 1 año;Defunciones;Tenerife;31
2010;Total;Menor de 1 año;Defunciones;Lanzarote;3
2010;Total;Menor de 1 año;Defunciones;La Palma;2
2010;Total;Menor de 1 año;Defunciones;La Gomera;0
2010;Total;Menor de 1 año;Defunciones;Gran Canaria;16
2010;Total;Menor de 1 año;Defunciones;Fuerteventura;2
2010;Total;Menor de 1 año;Defunciones;El Hierro;0
2010;Total;Menor de 1 año;Defunciones;Canarias;54
2010;Total;95 años o más;Defunciones;Tenerife;219
2010;Total;95 años o más;Defunciones;Lanzarote;25
2010;Total;95 años o más;Defunciones;La Palma;48
2010;Total;95 años o más;Defunciones;La Gomera;11
2010;Total;95 años o más;Defunciones;Gran Canaria;209
2010;Total;95 años o más;Defunciones;Fuerteventura;17
2010;Total;95 años o más;Defunciones;El Hierro;5
2010;Total;95 años o más;Defunciones;Canarias;534
2010;Total;De 85 a 94 años;Defunciones;Tenerife;1342
2010;Total;De 85 a 94 años;Defunciones;Lanzarote;101
2010;Total;De 85 a 94 años;Defunciones;La Palma;197
2010;Total;De 85 a 94 años;Defunciones;La Gomera;55
2010;Total;De 85 a 94 años;Defunciones;Gran Canaria;1131
2010;Total;De 85 a 94 años;Defunciones;Fuerteventura;69
2010;Total;De 85 a 94 años;Defunciones;El Hierro;19
2010;Total;De 85 a 94 años;Defunciones;Canarias;2914
2010;Total;De 75 a 84 años;Defunciones;Tenerife;1806
2010;Total;De 75 a 84 años;Defunciones;Lanzarote;141
2010;Total;De 75 a 84 años;Defunciones;La Palma;202
2010;Total;De 75 a 84 años;Defunciones;La Gomera;54
2010;Total;De 75 a 84 años;Defunciones;Gran Canaria;1711
2010;Total;De 75 a 84 años;Defunciones;Fuerteventura;77
2010;Total;De 75 a 84 años;Defunciones;El Hierro;19
2010;Total;De 75 a 84 años;Defunciones;Canarias;4010
2010;Total;De 65 a 74 años;Defunciones;Tenerife;1044
2010;Total;De 65 a 74 años;Defunciones;Lanzarote;94
2010;Total;De 65 a 74 años;Defunciones;La Palma;112
2010;Total;De 65 a 74 años;Defunciones;La Gomera;21
2010;Total;De 65 a 74 años;Defunciones;Gran Canaria;1038
2010;Total;De 65 a 74 años;Defunciones;Fuerteventura;50
2010;Total;De 65 a 74 años;Defunciones;El Hierro;12
2010;Total;De 65 a 74 años;Defunciones;Canarias;2371
2010;Total;De 5 a 14 años;Defunciones;Tenerife;9
2010;Total;De 5 a 14 años;Defunciones;Lanzarote;1
2010;Total;De 5 a 14 años;Defunciones;La Palma;2
2010;Total;De 5 a 14 años;Defunciones;La Gomera;0
2010;Total;De 5 a 14 años;Defunciones;Gran Canaria;11
2010;Total;De 5 a 14 años;Defunciones;Fuerteventura;0
2010;Total;De 5 a 14 años;Defunciones;El Hierro;0
2010;Total;De 5 a 14 años;Defunciones;Canarias;23
2010;Total;De 55 a 64 años;Defunciones;Tenerife;586
2010;Total;De 55 a 64 años;Defunciones;Lanzarote;84
2010;Total;De 55 a 64 años;Defunciones;La Palma;70
2010;Total;De 55 a 64 años;Defunciones;La Gomera;20
2010;Total;De 55 a 64 años;Defunciones;Gran Canaria;601
2010;Total;De 55 a 64 años;Defunciones;Fuerteventura;55
2010;Total;De 55 a 64 años;Defunciones;El Hierro;6
2010;Total;De 55 a 64 años;Defunciones;Canarias;1422
2010;Total;De 45 a 54 años;Defunciones;Tenerife;349
2010;Total;De 45 a 54 años;Defunciones;Lanzarote;47
2010;Total;De 45 a 54 años;Defunciones;La Palma;34
2010;Total;De 45 a 54 años;Defunciones;La Gomera;7
2010;Total;De 45 a 54 años;Defunciones;Gran Canaria;399
2010;Total;De 45 a 54 años;Defunciones;Fuerteventura;26
2010;Total;De 45 a 54 años;Defunciones;El Hierro;6
2010;Total;De 45 a 54 años;Defunciones;Canarias;868
2010;Total;De 35 a 44 años;Defunciones;Tenerife;161
2010;Total;De 35 a 44 años;Defunciones;Lanzarote;31
2010;Total;De 35 a 44 años;Defunciones;La Palma;10
2010;Total;De 35 a 44 años;Defunciones;La Gomera;6
2010;Total;De 35 a 44 años;Defunciones;Gran Canaria;161
2010;Total;De 35 a 44 años;Defunciones;Fuerteventura;16
2010;Total;De 35 a 44 años;Defunciones;El Hierro;2
2010;Total;De 35 a 44 años;Defunciones;Canarias;387
2010;Total;De 25 a 34 años;Defunciones;Tenerife;62
2010;Total;De 25 a 34 años;Defunciones;Lanzarote;14
2010;Total;De 25 a 34 años;Defunciones;La Palma;7
2010;Total;De 25 a 34 años;Defunciones;La Gomera;0
2010;Total;De 25 a 34 años;Defunciones;Gran Canaria;64
2010;Total;De 25 a 34 años;Defunciones;Fuerteventura;5
2010;Total;De 25 a 34 años;Defunciones;El Hierro;2
2010;Total;De 25 a 34 años;Defunciones;Canarias;154
2010;Total;De 1 a 4 años;Defunciones;Tenerife;5
2010;Total;De 1 a 4 años;Defunciones;Lanzarote;0
2010;Total;De 1 a 4 años;Defunciones;La Palma;0
2010;Total;De 1 a 4 años;Defunciones;La Gomera;0
2010;Total;De 1 a 4 años;Defunciones;Gran Canaria;5
2010;Total;De 1 a 4 años;Defunciones;Fuerteventura;0
2010;Total;De 1 a 4 años;Defunciones;El Hierro;0
2010;Total;De 1 a 4 años;Defunciones;Canarias;10
2010;Total;De 15 a 24 años;Defunciones;Tenerife;26
2010;Total;De 15 a 24 años;Defunciones;Lanzarote;5
2010;Total;De 15 a 24 años;Defunciones;La Palma;4
2010;Total;De 15 a 24 años;Defunciones;La Gomera;0
2010;Total;De 15 a 24 años;Defunciones;Gran Canaria;14
2010;Total;De 15 a 24 años;Defunciones;Fuerteventura;4
2010;Total;De 15 a 24 años;Defunciones;El Hierro;1
2010;Total;De 15 a 24 años;Defunciones;Canarias;54
2010;Total;Total;Defunciones;Tenerife;5640
2010;Total;Total;Defunciones;Lanzarote;546
2010;Total;Total;Defunciones;La Palma;688
2010;Total;Total;Defunciones;La Gomera;174
2010;Total;Total;Defunciones;Gran Canaria;5360
2010;Total;Total;Defunciones;Fuerteventura;321
2010;Total;Total;Defunciones;El Hierro;72
2010;Total;Total;Defunciones;Canarias;12801
2010;Total;Menos de 7 días;Defunciones;Tenerife;15
2010;Total;Menos de 7 días;Defunciones;Lanzarote;1
2010;Total;Menos de 7 días;Defunciones;La Palma;0
2010;Total;Menos de 7 días;Defunciones;La Gomera;0
2010;Total;Menos de 7 días;Defunciones;Gran Canaria;8
2010;Total;Menos de 7 días;Defunciones;Fuerteventura;0
2010;Total;Menos de 7 días;Defunciones;El Hierro;0
2010;Total;Menos de 7 días;Defunciones;Canarias;24
2010;Total;De 7 a 27 días;Defunciones;Tenerife;8
2010;Total;De 7 a 27 días;Defunciones;Lanzarote;0
2010;Total;De 7 a 27 días;Defunciones;La Palma;2
2010;Total;De 7 a 27 días;Defunciones;La Gomera;0
2010;Total;De 7 a 27 días;Defunciones;Gran Canaria;4
2010;Total;De 7 a 27 días;Defunciones;Fuerteventura;1
2010;Total;De 7 a 27 días;Defunciones;El Hierro;0
2010;Total;De 7 a 27 días;Defunciones;Canarias;15
2010;Total;De 28 días a menos de 1 año;Defunciones;Tenerife;8
2010;Total;De 28 días a menos de 1 año;Defunciones;Lanzarote;2
2010;Total;De 28 días a menos de 1 año;Defunciones;La Palma;0
2010;Total;De 28 días a menos de 1 año;Defunciones;La Gomera;0
2010;Total;De 28 días a menos de 1 año;Defunciones;Gran Canaria;4
2010;Total;De 28 días a menos de 1 año;Defunciones;Fuerteventura;1
2010;Total;De 28 días a menos de 1 año;Defunciones;El Hierro;0
2010;Total;De 28 días a menos de 1 año;Defunciones;Canarias;15
2010;Hombres;Menor de 1 año;Defunciones;Tenerife;17
2010;Hombres;Menor de 1 año;Defunciones;Lanzarote;1
2010;Hombres;Menor de 1 año;Defunciones;La Palma;1
2010;Hombres;Menor de 1 año;Defunciones;La Gomera;0
2010;Hombres;Menor de 1 año;Defunciones;Gran Canaria;11
2010;Hombres;Menor de 1 año;Defunciones;Fuerteventura;2
2010;Hombres;Menor de 1 año;Defunciones;El Hierro;0
2010;Hombres;Menor de 1 año;Defunciones;Canarias;32
2010;Hombres;95 años o más;Defunciones;Tenerife;48
2010;Hombres;95 años o más;Defunciones;Lanzarote;10
2010;Hombres;95 años o más;Defunciones;La Palma;13
2010;Hombres;95 años o más;Defunciones;La Gomera;7
2010;Hombres;95 años o más;Defunciones;Gran Canaria;59
2010;Hombres;95 años o más;Defunciones;Fuerteventura;6
2010;Hombres;95 años o más;Defunciones;El Hierro;1
2010;Hombres;95 años o más;Defunciones;Canarias;144
2010;Hombres;De 85 a 94 años;Defunciones;Tenerife;511
2010;Hombres;De 85 a 94 años;Defunciones;Lanzarote;34
2010;Hombres;De 85 a 94 años;Defunciones;La Palma;75
2010;Hombres;De 85 a 94 años;Defunciones;La Gomera;23
2010;Hombres;De 85 a 94 años;Defunciones;Gran Canaria;412
2010;Hombres;De 85 a 94 años;Defunciones;Fuerteventura;34
2010;Hombres;De 85 a 94 años;Defunciones;El Hierro;13
2010;Hombres;De 85 a 94 años;Defunciones;Canarias;1102
2010;Hombres;De 75 a 84 años;Defunciones;Tenerife;1008
2010;Hombres;De 75 a 84 años;Defunciones;Lanzarote;86
2010;Hombres;De 75 a 84 años;Defunciones;La Palma;118
2010;Hombres;De 75 a 84 años;Defunciones;La Gomera;26
2010;Hombres;De 75 a 84 años;Defunciones;Gran Canaria;893
2010;Hombres;De 75 a 84 años;Defunciones;Fuerteventura;43
2010;Hombres;De 75 a 84 años;Defunciones;El Hierro;15
2010;Hombres;De 75 a 84 años;Defunciones;Canarias;2189
2010;Hombres;De 65 a 74 años;Defunciones;Tenerife;711
2010;Hombres;De 65 a 74 años;Defunciones;Lanzarote;58
2010;Hombres;De 65 a 74 años;Defunciones;La Palma;74
2010;Hombres;De 65 a 74 años;Defunciones;La Gomera;9
2010;Hombres;De 65 a 74 años;Defunciones;Gran Canaria;662
2010;Hombres;De 65 a 74 años;Defunciones;Fuerteventura;38
2010;Hombres;De 65 a 74 años;Defunciones;El Hierro;9
2010;Hombres;De 65 a 74 años;Defunciones;Canarias;1561
2010;Hombres;De 5 a 14 años;Defunciones;Tenerife;4
2010;Hombres;De 5 a 14 años;Defunciones;Lanzarote;0
2010;Hombres;De 5 a 14 años;Defunciones;La Palma;1
2010;Hombres;De 5 a 14 años;Defunciones;La Gomera;0
2010;Hombres;De 5 a 14 años;Defunciones;Gran Canaria;8
2010;Hombres;De 5 a 14 años;Defunciones;Fuerteventura;0
2010;Hombres;De 5 a 14 años;Defunciones;El Hierro;0
2010;Hombres;De 5 a 14 años;Defunciones;Canarias;13
2010;Hombres;De 55 a 64 años;Defunciones;Tenerife;395
2010;Hombres;De 55 a 64 años;Defunciones;Lanzarote;63
2010;Hombres;De 55 a 64 años;Defunciones;La Palma;56
2010;Hombres;De 55 a 64 años;Defunciones;La Gomera;14
2010;Hombres;De 55 a 64 años;Defunciones;Gran Canaria;434
2010;Hombres;De 55 a 64 años;Defunciones;Fuerteventura;43
2010;Hombres;De 55 a 64 años;Defunciones;El Hierro;5
2010;Hombres;De 55 a 64 años;Defunciones;Canarias;1010
2010;Hombres;De 45 a 54 años;Defunciones;Tenerife;229
2010;Hombres;De 45 a 54 años;Defunciones;Lanzarote;39
2010;Hombres;De 45 a 54 años;Defunciones;La Palma;23
2010;Hombres;De 45 a 54 años;Defunciones;La Gomera;5
2010;Hombres;De 45 a 54 años;Defunciones;Gran Canaria;277
2010;Hombres;De 45 a 54 años;Defunciones;Fuerteventura;21
2010;Hombres;De 45 a 54 años;Defunciones;El Hierro;5
2010;Hombres;De 45 a 54 años;Defunciones;Canarias;599
2010;Hombres;De 35 a 44 años;Defunciones;Tenerife;98
2010;Hombres;De 35 a 44 años;Defunciones;Lanzarote;21
2010;Hombres;De 35 a 44 años;Defunciones;La Palma;8
2010;Hombres;De 35 a 44 años;Defunciones;La Gomera;5
2010;Hombres;De 35 a 44 años;Defunciones;Gran Canaria;112
2010;Hombres;De 35 a 44 años;Defunciones;Fuerteventura;10
2010;Hombres;De 35 a 44 años;Defunciones;El Hierro;1
2010;Hombres;De 35 a 44 años;Defunciones;Canarias;255
2010;Hombres;De 25 a 34 años;Defunciones;Tenerife;45
2010;Hombres;De 25 a 34 años;Defunciones;Lanzarote;14
2010;Hombres;De 25 a 34 años;Defunciones;La Palma;5
2010;Hombres;De 25 a 34 años;Defunciones;La Gomera;0
2010;Hombres;De 25 a 34 años;Defunciones;Gran Canaria;46
2010;Hombres;De 25 a 34 años;Defunciones;Fuerteventura;3
2010;Hombres;De 25 a 34 años;Defunciones;El Hierro;1
2010;Hombres;De 25 a 34 años;Defunciones;Canarias;114
2010;Hombres;De 1 a 4 años;Defunciones;Tenerife;3
2010;Hombres;De 1 a 4 años;Defunciones;Lanzarote;0
2010;Hombres;De 1 a 4 años;Defunciones;La Palma;0
2010;Hombres;De 1 a 4 años;Defunciones;La Gomera;0
2010;Hombres;De 1 a 4 años;Defunciones;Gran Canaria;3
2010;Hombres;De 1 a 4 años;Defunciones;Fuerteventura;0
2010;Hombres;De 1 a 4 años;Defunciones;El Hierro;0
2010;Hombres;De 1 a 4 años;Defunciones;Canarias;6
2010;Hombres;De 15 a 24 años;Defunciones;Tenerife;20
2010;Hombres;De 15 a 24 años;Defunciones;Lanzarote;4
2010;Hombres;De 15 a 24 años;Defunciones;La Palma;3
2010;Hombres;De 15 a 24 años;Defunciones;La Gomera;0
2010;Hombres;De 15 a 24 años;Defunciones;Gran Canaria;10
2010;Hombres;De 15 a 24 años;Defunciones;Fuerteventura;2
2010;Hombres;De 15 a 24 años;Defunciones;El Hierro;1
2010;Hombres;De 15 a 24 años;Defunciones;Canarias;40
2010;Hombres;Total;Defunciones;Tenerife;3089
2010;Hombres;Total;Defunciones;Lanzarote;330
2010;Hombres;Total;Defunciones;La Palma;377
2010;Hombres;Total;Defunciones;La Gomera;89
2010;Hombres;Total;Defunciones;Gran Canaria;2927
2010;Hombres;Total;Defunciones;Fuerteventura;202
2010;Hombres;Total;Defunciones;El Hierro;51
2010;Hombres;Total;Defunciones;Canarias;7065
2010;Hombres;Menos de 7 días;Defunciones;Tenerife;7
2010;Hombres;Menos de 7 días;Defunciones;Lanzarote;0
2010;Hombres;Menos de 7 días;Defunciones;La Palma;0
2010;Hombres;Menos de 7 días;Defunciones;La Gomera;0
2010;Hombres;Menos de 7 días;Defunciones;Gran Canaria;6
2010;Hombres;Menos de 7 días;Defunciones;Fuerteventura;0
2010;Hombres;Menos de 7 días;Defunciones;El Hierro;0
2010;Hombres;Menos de 7 días;Defunciones;Canarias;13
2010;Hombres;De 7 a 27 días;Defunciones;Tenerife;5
2010;Hombres;De 7 a 27 días;Defunciones;Lanzarote;0
2010;Hombres;De 7 a 27 días;Defunciones;La Palma;1
2010;Hombres;De 7 a 27 días;Defunciones;La Gomera;0
2010;Hombres;De 7 a 27 días;Defunciones;Gran Canaria;3
2010;Hombres;De 7 a 27 días;Defunciones;Fuerteventura;1
2010;Hombres;De 7 a 27 días;Defunciones;El Hierro;0
2010;Hombres;De 7 a 27 días;Defunciones;Canarias;10
2010;Hombres;De 28 días a menos de 1 año;Defunciones;Tenerife;5
2010;Hombres;De 28 días a menos de 1 año;Defunciones;Lanzarote;1
2010;Hombres;De 28 días a menos de 1 año;Defunciones;La Palma;0
2010;Hombres;De 28 días a menos de 1 año;Defunciones;La Gomera;0
2010;Hombres;De 28 días a menos de 1 año;Defunciones;Gran Canaria;2
2010;Hombres;De 28 días a menos de 1 año;Defunciones;Fuerteventura;1
2010;Hombres;De 28 días a menos de 1 año;Defunciones;El Hierro;0
2010;Hombres;De 28 días a menos de 1 año;Defunciones;Canarias;9
2010;Mujeres;Menor de 1 año;Defunciones;Tenerife;14
2010;Mujeres;Menor de 1 año;Defunciones;Lanzarote;2
2010;Mujeres;Menor de 1 año;Defunciones;La Palma;1
2010;Mujeres;Menor de 1 año;Defunciones;La Gomera;0
2010;Mujeres;Menor de 1 año;Defunciones;Gran Canaria;5
2010;Mujeres;Menor de 1 año;Defunciones;Fuerteventura;0
2010;Mujeres;Menor de 1 año;Defunciones;El Hierro;0
2010;Mujeres;Menor de 1 año;Defunciones;Canarias;22
2010;Mujeres;95 años o más;Defunciones;Tenerife;171
2010;Mujeres;95 años o más;Defunciones;Lanzarote;15
2010;Mujeres;95 años o más;Defunciones;La Palma;35
2010;Mujeres;95 años o más;Defunciones;La Gomera;4
2010;Mujeres;95 años o más;Defunciones;Gran Canaria;150
2010;Mujeres;95 años o más;Defunciones;Fuerteventura;11
2010;Mujeres;95 años o más;Defunciones;El Hierro;4
2010;Mujeres;95 años o más;Defunciones;Canarias;390
2010;Mujeres;De 85 a 94 años;Defunciones;Tenerife;831
2010;Mujeres;De 85 a 94 años;Defunciones;Lanzarote;67
2010;Mujeres;De 85 a 94 años;Defunciones;La Palma;122
2010;Mujeres;De 85 a 94 años;Defunciones;La Gomera;32
2010;Mujeres;De 85 a 94 años;Defunciones;Gran Canaria;719
2010;Mujeres;De 85 a 94 años;Defunciones;Fuerteventura;35
2010;Mujeres;De 85 a 94 años;Defunciones;El Hierro;6
2010;Mujeres;De 85 a 94 años;Defunciones;Canarias;1812
2010;Mujeres;De 75 a 84 años;Defunciones;Tenerife;798
2010;Mujeres;De 75 a 84 años;Defunciones;Lanzarote;55
2010;Mujeres;De 75 a 84 años;Defunciones;La Palma;84
2010;Mujeres;De 75 a 84 años;Defunciones;La Gomera;28
2010;Mujeres;De 75 a 84 años;Defunciones;Gran Canaria;818
2010;Mujeres;De 75 a 84 años;Defunciones;Fuerteventura;34
2010;Mujeres;De 75 a 84 años;Defunciones;El Hierro;4
2010;Mujeres;De 75 a 84 años;Defunciones;Canarias;1821
2010;Mujeres;De 65 a 74 años;Defunciones;Tenerife;333
2010;Mujeres;De 65 a 74 años;Defunciones;Lanzarote;36
2010;Mujeres;De 65 a 74 años;Defunciones;La Palma;38
2010;Mujeres;De 65 a 74 años;Defunciones;La Gomera;12
2010;Mujeres;De 65 a 74 años;Defunciones;Gran Canaria;376
2010;Mujeres;De 65 a 74 años;Defunciones;Fuerteventura;12
2010;Mujeres;De 65 a 74 años;Defunciones;El Hierro;3
2010;Mujeres;De 65 a 74 años;Defunciones;Canarias;810
2010;Mujeres;De 5 a 14 años;Defunciones;Tenerife;5
2010;Mujeres;De 5 a 14 años;Defunciones;Lanzarote;1
2010;Mujeres;De 5 a 14 años;Defunciones;La Palma;1
2010;Mujeres;De 5 a 14 años;Defunciones;La Gomera;0
2010;Mujeres;De 5 a 14 años;Defunciones;Gran Canaria;3
2010;Mujeres;De 5 a 14 años;Defunciones;Fuerteventura;0
2010;Mujeres;De 5 a 14 años;Defunciones;El Hierro;0
2010;Mujeres;De 5 a 14 años;Defunciones;Canarias;10
2010;Mujeres;De 55 a 64 años;Defunciones;Tenerife;191
2010;Mujeres;De 55 a 64 años;Defunciones;Lanzarote;21
2010;Mujeres;De 55 a 64 años;Defunciones;La Palma;14
2010;Mujeres;De 55 a 64 años;Defunciones;La Gomera;6
2010;Mujeres;De 55 a 64 años;Defunciones;Gran Canaria;167
2010;Mujeres;De 55 a 64 años;Defunciones;Fuerteventura;12
2010;Mujeres;De 55 a 64 años;Defunciones;El Hierro;1
2010;Mujeres;De 55 a 64 años;Defunciones;Canarias;412
2010;Mujeres;De 45 a 54 años;Defunciones;Tenerife;120
2010;Mujeres;De 45 a 54 años;Defunciones;Lanzarote;8
2010;Mujeres;De 45 a 54 años;Defunciones;La Palma;11
2010;Mujeres;De 45 a 54 años;Defunciones;La Gomera;2
2010;Mujeres;De 45 a 54 años;Defunciones;Gran Canaria;122
2010;Mujeres;De 45 a 54 años;Defunciones;Fuerteventura;5
2010;Mujeres;De 45 a 54 años;Defunciones;El Hierro;1
2010;Mujeres;De 45 a 54 años;Defunciones;Canarias;269
2010;Mujeres;De 35 a 44 años;Defunciones;Tenerife;63
2010;Mujeres;De 35 a 44 años;Defunciones;Lanzarote;10
2010;Mujeres;De 35 a 44 años;Defunciones;La Palma;2
2010;Mujeres;De 35 a 44 años;Defunciones;La Gomera;1
2010;Mujeres;De 35 a 44 años;Defunciones;Gran Canaria;49
2010;Mujeres;De 35 a 44 años;Defunciones;Fuerteventura;6
2010;Mujeres;De 35 a 44 años;Defunciones;El Hierro;1
2010;Mujeres;De 35 a 44 años;Defunciones;Canarias;132
2010;Mujeres;De 25 a 34 años;Defunciones;Tenerife;17
2010;Mujeres;De 25 a 34 años;Defunciones;Lanzarote;0
2010;Mujeres;De 25 a 34 años;Defunciones;La Palma;2
2010;Mujeres;De 25 a 34 años;Defunciones;La Gomera;0
2010;Mujeres;De 25 a 34 años;Defunciones;Gran Canaria;18
2010;Mujeres;De 25 a 34 años;Defunciones;Fuerteventura;2
2010;Mujeres;De 25 a 34 años;Defunciones;El Hierro;1
2010;Mujeres;De 25 a 34 años;Defunciones;Canarias;40
2010;Mujeres;De 1 a 4 años;Defunciones;Tenerife;2
2010;Mujeres;De 1 a 4 años;Defunciones;Lanzarote;0
2010;Mujeres;De 1 a 4 años;Defunciones;La Palma;0
2010;Mujeres;De 1 a 4 años;Defunciones;La Gomera;0
2010;Mujeres;De 1 a 4 años;Defunciones;Gran Canaria;2
2010;Mujeres;De 1 a 4 años;Defunciones;Fuerteventura;0
2010;Mujeres;De 1 a 4 años;Defunciones;El Hierro;0
2010;Mujeres;De 1 a 4 años;Defunciones;Canarias;4
2010;Mujeres;De 15 a 24 años;Defunciones;Tenerife;6
2010;Mujeres;De 15 a 24 años;Defunciones;Lanzarote;1
2010;Mujeres;De 15 a 24 años;Defunciones;La Palma;1
2010;Mujeres;De 15 a 24 años;Defunciones;La Gomera;0
2010;Mujeres;De 15 a 24 años;Defunciones;Gran Canaria;4
2010;Mujeres;De 15 a 24 años;Defunciones;Fuerteventura;2
2010;Mujeres;De 15 a 24 años;Defunciones;El Hierro;0
2010;Mujeres;De 15 a 24 años;Defunciones;Canarias;14
2010;Mujeres;Total;Defunciones;Tenerife;2551
2010;Mujeres;Total;Defunciones;Lanzarote;216
2010;Mujeres;Total;Defunciones;La Palma;311
2010;Mujeres;Total;Defunciones;La Gomera;85
2010;Mujeres;Total;Defunciones;Gran Canaria;2433
2010;Mujeres;Total;Defunciones;Fuerteventura;119
2010;Mujeres;Total;Defunciones;El Hierro;21
2010;Mujeres;Total;Defunciones;Canarias;5736
2010;Mujeres;Menos de 7 días;Defunciones;Tenerife;8
2010;Mujeres;Menos de 7 días;Defunciones;Lanzarote;1
2010;Mujeres;Menos de 7 días;Defunciones;La Palma;0
2010;Mujeres;Menos de 7 días;Defunciones;La Gomera;0
2010;Mujeres;Menos de 7 días;Defunciones;Gran Canaria;2
2010;Mujeres;Menos de 7 días;Defunciones;Fuerteventura;0
2010;Mujeres;Menos de 7 días;Defunciones;El Hierro;0
2010;Mujeres;Menos de 7 días;Defunciones;Canarias;11
2010;Mujeres;De 7 a 27 días;Defunciones;Tenerife;3
2010;Mujeres;De 7 a 27 días;Defunciones;Lanzarote;0
2010;Mujeres;De 7 a 27 días;Defunciones;La Palma;1
2010;Mujeres;De 7 a 27 días;Defunciones;La Gomera;0
2010;Mujeres;De 7 a 27 días;Defunciones;Gran Canaria;1
2010;Mujeres;De 7 a 27 días;Defunciones;Fuerteventura;0
2010;Mujeres;De 7 a 27 días;Defunciones;El Hierro;0
2010;Mujeres;De 7 a 27 días;Defunciones;Canarias;5
2010;Mujeres;De 28 días a menos de 1 año;Defunciones;Tenerife;3
2010;Mujeres;De 28 días a menos de 1 año;Defunciones;Lanzarote;1
2010;Mujeres;De 28 días a menos de 1 año;Defunciones;La Palma;0
2010;Mujeres;De 28 días a menos de 1 año;Defunciones;La Gomera;0
2010;Mujeres;De 28 días a menos de 1 año;Defunciones;Gran Canaria;2
2010;Mujeres;De 28 días a menos de 1 año;Defunciones;Fuerteventura;0
2010;Mujeres;De 28 días a menos de 1 año;Defunciones;El Hierro;0
2010;Mujeres;De 28 días a menos de 1 año;Defunciones;Canarias;6
2011;Total;Menor de 1 año;Defunciones;Tenerife;32
2011;Total;Menor de 1 año;Defunciones;Lanzarote;4
2011;Total;Menor de 1 año;Defunciones;La Palma;3
2011;Total;Menor de 1 año;Defunciones;La Gomera;2
2011;Total;Menor de 1 año;Defunciones;Gran Canaria;23
2011;Total;Menor de 1 año;Defunciones;Fuerteventura;0
2011;Total;Menor de 1 año;Defunciones;El Hierro;0
2011;Total;Menor de 1 año;Defunciones;Canarias;64
2011;Total;95 años o más;Defunciones;Tenerife;269
2011;Total;95 años o más;Defunciones;Lanzarote;29
2011;Total;95 años o más;Defunciones;La Palma;64
2011;Total;95 años o más;Defunciones;La Gomera;12
2011;Total;95 años o más;Defunciones;Gran Canaria;213
2011;Total;95 años o más;Defunciones;Fuerteventura;14
2011;Total;95 años o más;Defunciones;El Hierro;9
2011;Total;95 años o más;Defunciones;Canarias;610
2011;Total;De 85 a 94 años;Defunciones;Tenerife;1516
2011;Total;De 85 a 94 años;Defunciones;Lanzarote;105
2011;Total;De 85 a 94 años;Defunciones;La Palma;226
2011;Total;De 85 a 94 años;Defunciones;La Gomera;53
2011;Total;De 85 a 94 años;Defunciones;Gran Canaria;1310
2011;Total;De 85 a 94 años;Defunciones;Fuerteventura;67
2011;Total;De 85 a 94 años;Defunciones;El Hierro;30
2011;Total;De 85 a 94 años;Defunciones;Canarias;3307
2011;Total;De 75 a 84 años;Defunciones;Tenerife;1908
2011;Total;De 75 a 84 años;Defunciones;Lanzarote;137
2011;Total;De 75 a 84 años;Defunciones;La Palma;248
2011;Total;De 75 a 84 años;Defunciones;La Gomera;43
2011;Total;De 75 a 84 años;Defunciones;Gran Canaria;1812
2011;Total;De 75 a 84 años;Defunciones;Fuerteventura;78
