TIME_PERIOD;SEXO;EDAD;MEDIDAS;TERRITORIO;OBSERVACIONES
2005;Hombres;Total;Defunciones;La Palma;368
2005;Hombres;Total;Defunciones;La Gomera;103
2005;Hombres;Total;Defunciones;Gran Canaria;3030
2005;Hombres;Total;Defunciones;Fuerteventura;151
2005;Hombres;Total;Defunciones;El Hierro;40
2005;Hombres;Total;Defunciones;Canarias;7058
2005;Hombres;Menos de 7 días;Defunciones;Tenerife;6
2005;Hombres;Menos de 7 días;Defunciones;Lanzarote;2
2005;Hombres;Menos de 7 días;Defunciones;La Palma;0
2005;Hombres;Menos de 7 días;Defunciones;La Gomera;0
2005;Hombres;Menos de 7 días;Defunciones;Gran Canaria;8
2005;Hombres;Menos de 7 días;Defunciones;Fuerteventura;1
2005;Hombres;Menos de 7 días;Defunciones;El Hierro;0
2005;Hombres;Menos de 7 días;Defunciones;Canarias;17
2005;Hombres;De 7 a 27 días;Defunciones;Tenerife;3
2005;Hombres;De 7 a 27 días;Defunciones;Lanzarote;1
2005;Hombres;De 7 a 27 días;Defunciones;La Palma;1
2005;Hombres;De 7 a 27 días;Defunciones;La Gomera;1
2005;Hombres;De 7 a 27 días;Defunciones;Gran Canaria;7
2005;Hombres;De 7 a 27 días;Defunciones;Fuerteventura;1
2005;Hombres;De 7 a 27 días;Defunciones;El Hierro;0
2005;Hombres;De 7 a 27 días;Defunciones;Canarias;14
2005;Hombres;De 28 días a menos de 1 año;Defunciones;Tenerife;6
2005;Hombres;De 28 días a menos de 1 año;Defunciones;Lanzarote;1
2005;Hombres;De 28 días a menos de 1 año;Defunciones;La Palma;0
2005;Hombres;De 28 días a menos de 1 año;Defunciones;La Gomera;0
2005;Hombres;De 28 días a menos de 1 año;Defunciones;Gran Canaria;12
2005;Hombres;De 28 días a menos de 1 año;Defunciones;Fuerteventura;2
2005;Hombres;De 28 días a menos de 1 año;Defunciones;El Hierro;0
2005;Hombres;De 28 días a menos de 1 año;Defunciones;Canarias;21
2005;Mujeres;Menor de 1 año;Defunciones;Tenerife;11
2005;Mujeres;Menor de 1 año;Defunciones;Lanzarote;2
2005;Mujeres;Menor de 1 año;Defunciones;La Palma;2
2005;Mujeres;Menor de 1 año;Defunciones;La Gomera;0
2005;Mujeres;Menor de 1 año;Defunciones;Gran Canaria;22
2005;Mujeres;Menor de 1 año;Defunciones;Fuerteventura;1
2005;Mujeres;Menor de 1 año;Defunciones;El Hierro;0
2005;Mujeres;Menor de 1 año;Defunciones;Canarias;38
2005;Mujeres;95 años o más;Defunciones;Tenerife;115
2005;Mujeres;95 años o más;Defunciones;Lanzarote;19
2005;Mujeres;95 años o más;Defunciones;La Palma;33
2005;Mujeres;95 años o más;Defunciones;La Gomera;11
2005;Mujeres;95 años o más;Defunciones;Gran Canaria;114
2005;Mujeres;95 años o más;Defunciones;Fuerteventura;3
2005;Mujeres;95 años o más;Defunciones;El Hierro;3
2005;Mujeres;95 años o más;Defunciones;Canarias;298
2005;Mujeres;De 85 a 94 años;Defunciones;Tenerife;786
2005;Mujeres;De 85 a 94 años;Defunciones;Lanzarote;65
2005;Mujeres;De 85 a 94 años;Defunciones;La Palma;114
2005;Mujeres;De 85 a 94 años;Defunciones;La Gomera;26
2005;Mujeres;De 85 a 94 años;Defunciones;Gran Canaria;718
2005;Mujeres;De 85 a 94 años;Defunciones;Fuerteventura;14
2005;Mujeres;De 85 a 94 años;Defunciones;El Hierro;20
2005;Mujeres;De 85 a 94 años;Defunciones;Canarias;1743
2005;Mujeres;De 75 a 84 años;Defunciones;Tenerife;806
2005;Mujeres;De 75 a 84 años;Defunciones;Lanzarote;64
2005;Mujeres;De 75 a 84 años;Defunciones;La Palma;104
2005;Mujeres;De 75 a 84 años;Defunciones;La Gomera;23
2005;Mujeres;De 75 a 84 años;Defunciones;Gran Canaria;772
2005;Mujeres;De 75 a 84 años;Defunciones;Fuerteventura;16
2005;Mujeres;De 75 a 84 años;Defunciones;El Hierro;8
2005;Mujeres;De 75 a 84 años;Defunciones;Canarias;1793
2005;Mujeres;De 65 a 74 años;Defunciones;Tenerife;444
2005;Mujeres;De 65 a 74 años;Defunciones;Lanzarote;39
2005;Mujeres;De 65 a 74 años;Defunciones;La Palma;32
2005;Mujeres;De 65 a 74 años;Defunciones;La Gomera;9
2005;Mujeres;De 65 a 74 años;Defunciones;Gran Canaria;423
2005;Mujeres;De 65 a 74 años;Defunciones;Fuerteventura;7
2005;Mujeres;De 65 a 74 años;Defunciones;El Hierro;3
2005;Mujeres;De 65 a 74 años;Defunciones;Canarias;957
2005;Mujeres;De 5 a 14 años;Defunciones;Tenerife;5
2005;Mujeres;De 5 a 14 años;Defunciones;Lanzarote;1
2005;Mujeres;De 5 a 14 años;Defunciones;La Palma;0
2005;Mujeres;De 5 a 14 años;Defunciones;La Gomera;0
2005;Mujeres;De 5 a 14 años;Defunciones;Gran Canaria;4
2005;Mujeres;De 5 a 14 años;Defunciones;Fuerteventura;1
2005;Mujeres;De 5 a 14 años;Defunciones;El Hierro;0
2005;Mujeres;De 5 a 14 años;Defunciones;Canarias;11
2005;Mujeres;De 55 a 64 años;Defunciones;Tenerife;202
2005;Mujeres;De 55 a 64 años;Defunciones;Lanzarote;22
2005;Mujeres;De 55 a 64 años;Defunciones;La Palma;13
2005;Mujeres;De 55 a 64 años;Defunciones;La Gomera;2
2005;Mujeres;De 55 a 64 años;Defunciones;Gran Canaria;164
2005;Mujeres;De 55 a 64 años;Defunciones;Fuerteventura;7
2005;Mujeres;De 55 a 64 años;Defunciones;El Hierro;1
2005;Mujeres;De 55 a 64 años;Defunciones;Canarias;411
2005;Mujeres;De 45 a 54 años;Defunciones;Tenerife;103
2005;Mujeres;De 45 a 54 años;Defunciones;Lanzarote;17
2005;Mujeres;De 45 a 54 años;Defunciones;La Palma;8
2005;Mujeres;De 45 a 54 años;Defunciones;La Gomera;1
2005;Mujeres;De 45 a 54 años;Defunciones;Gran Canaria;115
2005;Mujeres;De 45 a 54 años;Defunciones;Fuerteventura;6
2005;Mujeres;De 45 a 54 años;Defunciones;El Hierro;2
2005;Mujeres;De 45 a 54 años;Defunciones;Canarias;252
2005;Mujeres;De 35 a 44 años;Defunciones;Tenerife;65
2005;Mujeres;De 35 a 44 años;Defunciones;Lanzarote;10
2005;Mujeres;De 35 a 44 años;Defunciones;La Palma;6
2005;Mujeres;De 35 a 44 años;Defunciones;La Gomera;2
2005;Mujeres;De 35 a 44 años;Defunciones;Gran Canaria;60
2005;Mujeres;De 35 a 44 años;Defunciones;Fuerteventura;2
2005;Mujeres;De 35 a 44 años;Defunciones;El Hierro;0
2005;Mujeres;De 35 a 44 años;Defunciones;Canarias;145
2005;Mujeres;De 25 a 34 años;Defunciones;Tenerife;31
2005;Mujeres;De 25 a 34 años;Defunciones;Lanzarote;4
2005;Mujeres;De 25 a 34 años;Defunciones;La Palma;4
2005;Mujeres;De 25 a 34 años;Defunciones;La Gomera;2
2005;Mujeres;De 25 a 34 años;Defunciones;Gran Canaria;19
2005;Mujeres;De 25 a 34 años;Defunciones;Fuerteventura;7
2005;Mujeres;De 25 a 34 años;Defunciones;El Hierro;0
2005;Mujeres;De 25 a 34 años;Defunciones;Canarias;67
2005;Mujeres;De 1 a 4 años;Defunciones;Tenerife;3
2005;Mujeres;De 1 a 4 años;Defunciones;Lanzarote;1
2005;Mujeres;De 1 a 4 años;Defunciones;La Palma;0
2005;Mujeres;De 1 a 4 años;Defunciones;La Gomera;0
2005;Mujeres;De 1 a 4 años;Defunciones;Gran Canaria;1
2005;Mujeres;De 1 a 4 años;Defunciones;Fuerteventura;0
2005;Mujeres;De 1 a 4 años;Defunciones;El Hierro;0
2005;Mujeres;De 1 a 4 años;Defunciones;Canarias;5
2005;Mujeres;De 15 a 24 años;Defunciones;Tenerife;8
2005;Mujeres;De 15 a 24 años;Defunciones;Lanzarote;1
2005;Mujeres;De 15 a 24 años;Defunciones;La Palma;1
2005;Mujeres;De 15 a 24 años;Defunciones;La Gomera;0
2005;Mujeres;De 15 a 24 años;Defunciones;Gran Canaria;10
2005;Mujeres;De 15 a 24 años;Defunciones;Fuerteventura;1
2005;Mujeres;De 15 a 24 años;Defunciones;El Hierro;0
2005;Mujeres;De 15 a 24 años;Defunciones;Canarias;21
2005;Mujeres;Total;Defunciones;Tenerife;2579
2005;Mujeres;Total;Defunciones;Lanzarote;245
2005;Mujeres;Total;Defunciones;La Palma;317
2005;Mujeres;Total;Defunciones;La Gomera;76
2005;Mujeres;Total;Defunciones;Gran Canaria;2422
2005;Mujeres;Total;Defunciones;Fuerteventura;65
2005;Mujeres;Total;Defunciones;El Hierro;37
2005;Mujeres;Total;Defunciones;Canarias;5741
2005;Mujeres;Menos de 7 días;Defunciones;Tenerife;5
2005;Mujeres;Menos de 7 días;Defunciones;Lanzarote;0
2005;Mujeres;Menos de 7 días;Defunciones;La Palma;0
2005;Mujeres;Menos de 7 días;Defunciones;La Gomera;0
2005;Mujeres;Menos de 7 días;Defunciones;Gran Canaria;9
2005;Mujeres;Menos de 7 días;Defunciones;Fuerteventura;0
2005;Mujeres;Menos de 7 días;Defunciones;El Hierro;0
2005;Mujeres;Menos de 7 días;Defunciones;Canarias;14
2005;Mujeres;De 7 a 27 días;Defunciones;Tenerife;1
2005;Mujeres;De 7 a 27 días;Defunciones;Lanzarote;1
2005;Mujeres;De 7 a 27 días;Defunciones;La Palma;2
2005;Mujeres;De 7 a 27 días;Defunciones;La Gomera;0
2005;Mujeres;De 7 a 27 días;Defunciones;Gran Canaria;3
2005;Mujeres;De 7 a 27 días;Defunciones;Fuerteventura;0
2005;Mujeres;De 7 a 27 días;Defunciones;El Hierro;0
2005;Mujeres;De 7 a 27 días;Defunciones;Canarias;7
2005;Mujeres;De 28 días a menos de 1 año;Defunciones;Tenerife;5
2005;Mujeres;De 28 días a menos de 1 año;Defunciones;Lanzarote;1
2005;Mujeres;De 28 días a menos de 1 año;Defunciones;La Palma;0
2005;Mujeres;De 28 días a menos de 1 año;Defunciones;La Gomera;0
2005;Mujeres;De 28 días a menos de 1 año;Defunciones;Gran Canaria;10
2005;Mujeres;De 28 días a menos de 1 año;Defunciones;Fuerteventura;1
2005;Mujeres;De 28 días a menos de 1 año;Defunciones;El Hierro;0
2005;Mujeres;De 28 días a menos de 1 año;Defunciones;Canarias;17
2006;Total;Menor de 1 año;Defunciones;Tenerife;46
2006;Total;Menor de 1 año;Defunciones;Lanzarote;4
2006;Total;Menor de 1 año;Defunciones;La Palma;2
2006;Total;Menor de 1 año;Defunciones;La Gomera;0
2006;Total;Menor de 1 año;Defunciones;Gran Canaria;28
2006;Total;Menor de 1 año;Defunciones;Fuerteventura;3
2006;Total;Menor de 1 año;Defunciones;El Hierro;1
2006;Total;Menor de 1 año;Defunciones;Canarias;84
2006;Total;95 años o más;Defunciones;Tenerife;196
2006;Total;95 años o más;Defunciones;Lanzarote;27
2006;Total;95 años o más;Defunciones;La Palma;35
2006;Total;95 años o más;Defunciones;La Gomera;12
2006;Total;95 años o más;Defunciones;Gran Canaria;207
2006;Total;95 años o más;Defunciones;Fuerteventura;7
2006;Total;95 años o más;Defunciones;El Hierro;6
2006;Total;95 años o más;Defunciones;Canarias;490
2006;Total;De 85 a 94 años;Defunciones;Tenerife;1167
2006;Total;De 85 a 94 años;Defunciones;Lanzarote;129
2006;Total;De 85 a 94 años;Defunciones;La Palma;246
2006;Total;De 85 a 94 años;Defunciones;La Gomera;48
2006;Total;De 85 a 94 años;Defunciones;Gran Canaria;1072
2006;Total;De 85 a 94 años;Defunciones;Fuerteventura;51
2006;Total;De 85 a 94 años;Defunciones;El Hierro;26
2006;Total;De 85 a 94 años;Defunciones;Canarias;2739
2006;Total;De 75 a 84 años;Defunciones;Tenerife;1646
2006;Total;De 75 a 84 años;Defunciones;Lanzarote;133
2006;Total;De 75 a 84 años;Defunciones;La Palma;235
2006;Total;De 75 a 84 años;Defunciones;La Gomera;59
2006;Total;De 75 a 84 años;Defunciones;Gran Canaria;1579
2006;Total;De 75 a 84 años;Defunciones;Fuerteventura;63
2006;Total;De 75 a 84 años;Defunciones;El Hierro;29
2006;Total;De 75 a 84 años;Defunciones;Canarias;3744
2006;Total;De 65 a 74 años;Defunciones;Tenerife;1090
2006;Total;De 65 a 74 años;Defunciones;Lanzarote;100
2006;Total;De 65 a 74 años;Defunciones;La Palma;119
2006;Total;De 65 a 74 años;Defunciones;La Gomera;24
2006;Total;De 65 a 74 años;Defunciones;Gran Canaria;1096
2006;Total;De 65 a 74 años;Defunciones;Fuerteventura;56
2006;Total;De 65 a 74 años;Defunciones;El Hierro;11
2006;Total;De 65 a 74 años;Defunciones;Canarias;2496
2006;Total;De 5 a 14 años;Defunciones;Tenerife;11
2006;Total;De 5 a 14 años;Defunciones;Lanzarote;1
2006;Total;De 5 a 14 años;Defunciones;La Palma;1
2006;Total;De 5 a 14 años;Defunciones;La Gomera;0
2006;Total;De 5 a 14 años;Defunciones;Gran Canaria;14
2006;Total;De 5 a 14 años;Defunciones;Fuerteventura;1
2006;Total;De 5 a 14 años;Defunciones;El Hierro;1
2006;Total;De 5 a 14 años;Defunciones;Canarias;29
2006;Total;De 55 a 64 años;Defunciones;Tenerife;594
2006;Total;De 55 a 64 años;Defunciones;Lanzarote;80
2006;Total;De 55 a 64 años;Defunciones;La Palma;58
2006;Total;De 55 a 64 años;Defunciones;La Gomera;19
2006;Total;De 55 a 64 años;Defunciones;Gran Canaria;589
2006;Total;De 55 a 64 años;Defunciones;Fuerteventura;48
2006;Total;De 55 a 64 años;Defunciones;El Hierro;6
2006;Total;De 55 a 64 años;Defunciones;Canarias;1394
2006;Total;De 45 a 54 años;Defunciones;Tenerife;387
2006;Total;De 45 a 54 años;Defunciones;Lanzarote;60
2006;Total;De 45 a 54 años;Defunciones;La Palma;35
2006;Total;De 45 a 54 años;Defunciones;La Gomera;9
2006;Total;De 45 a 54 años;Defunciones;Gran Canaria;365
2006;Total;De 45 a 54 años;Defunciones;Fuerteventura;36
2006;Total;De 45 a 54 años;Defunciones;El Hierro;2
2006;Total;De 45 a 54 años;Defunciones;Canarias;894
2006;Total;De 35 a 44 años;Defunciones;Tenerife;199
2006;Total;De 35 a 44 años;Defunciones;Lanzarote;32
2006;Total;De 35 a 44 años;Defunciones;La Palma;15
2006;Total;De 35 a 44 años;Defunciones;La Gomera;1
2006;Total;De 35 a 44 años;Defunciones;Gran Canaria;198
2006;Total;De 35 a 44 años;Defunciones;Fuerteventura;18
2006;Total;De 35 a 44 años;Defunciones;El Hierro;3
2006;Total;De 35 a 44 años;Defunciones;Canarias;466
2006;Total;De 25 a 34 años;Defunciones;Tenerife;101
2006;Total;De 25 a 34 años;Defunciones;Lanzarote;18
2006;Total;De 25 a 34 años;Defunciones;La Palma;11
2006;Total;De 25 a 34 años;Defunciones;La Gomera;0
2006;Total;De 25 a 34 años;Defunciones;Gran Canaria;79
2006;Total;De 25 a 34 años;Defunciones;Fuerteventura;14
2006;Total;De 25 a 34 años;Defunciones;El Hierro;0
2006;Total;De 25 a 34 años;Defunciones;Canarias;223
2006;Total;De 1 a 4 años;Defunciones;Tenerife;6
2006;Total;De 1 a 4 años;Defunciones;Lanzarote;2
2006;Total;De 1 a 4 años;Defunciones;La Palma;1
2006;Total;De 1 a 4 años;Defunciones;La Gomera;0
2006;Total;De 1 a 4 años;Defunciones;Gran Canaria;7
2006;Total;De 1 a 4 años;Defunciones;Fuerteventura;1
2006;Total;De 1 a 4 años;Defunciones;El Hierro;0
2006;Total;De 1 a 4 años;Defunciones;Canarias;17
2006;Total;De 15 a 24 años;Defunciones;Tenerife;45
2006;Total;De 15 a 24 años;Defunciones;Lanzarote;14
2006;Total;De 15 a 24 años;Defunciones;La Palma;8
2006;Total;De 15 a 24 años;Defunciones;La Gomera;0
2006;Total;De 15 a 24 años;Defunciones;Gran Canaria;44
2006;Total;De 15 a 24 años;Defunciones;Fuerteventura;5
2006;Total;De 15 a 24 años;Defunciones;El Hierro;0
2006;Total;De 15 a 24 años;Defunciones;Canarias;116
2006;Total;Total;Defunciones;Tenerife;5488
2006;Total;Total;Defunciones;Lanzarote;600
2006;Total;Total;Defunciones;La Palma;766
2006;Total;Total;Defunciones;La Gomera;172
2006;Total;Total;Defunciones;Gran Canaria;5278
2006;Total;Total;Defunciones;Fuerteventura;303
2006;Total;Total;Defunciones;El Hierro;85
2006;Total;Total;Defunciones;Canarias;12692
2006;Total;Menos de 7 días;Defunciones;Tenerife;13
2006;Total;Menos de 7 días;Defunciones;Lanzarote;0
2006;Total;Menos de 7 días;Defunciones;La Palma;1
2006;Total;Menos de 7 días;Defunciones;La Gomera;0
2006;Total;Menos de 7 días;Defunciones;Gran Canaria;10
2006;Total;Menos de 7 días;Defunciones;Fuerteventura;2
2006;Total;Menos de 7 días;Defunciones;El Hierro;1
2006;Total;Menos de 7 días;Defunciones;Canarias;27
2006;Total;De 7 a 27 días;Defunciones;Tenerife;16
2006;Total;De 7 a 27 días;Defunciones;Lanzarote;2
2006;Total;De 7 a 27 días;Defunciones;La Palma;1
2006;Total;De 7 a 27 días;Defunciones;La Gomera;0
2006;Total;De 7 a 27 días;Defunciones;Gran Canaria;2
2006;Total;De 7 a 27 días;Defunciones;Fuerteventura;0
2006;Total;De 7 a 27 días;Defunciones;El Hierro;0
2006;Total;De 7 a 27 días;Defunciones;Canarias;21
2006;Total;De 28 días a menos de 1 año;Defunciones;Tenerife;17
2006;Total;De 28 días a menos de 1 año;Defunciones;Lanzarote;2
2006;Total;De 28 días a menos de 1 año;Defunciones;La Palma;0
2006;Total;De 28 días a menos de 1 año;Defunciones;La Gomera;0
2006;Total;De 28 días a menos de 1 año;Defunciones;Gran Canaria;16
2006;Total;De 28 días a menos de 1 año;Defunciones;Fuerteventura;1
2006;Total;De 28 días a menos de 1 año;Defunciones;El Hierro;0
2006;Total;De 28 días a menos de 1 año;Defunciones;Canarias;36
2006;Hombres;Menor de 1 año;Defunciones;Tenerife;27
2006;Hombres;Menor de 1 año;Defunciones;Lanzarote;3
2006;Hombres;Menor de 1 año;Defunciones;La Palma;2
2006;Hombres;Menor de 1 año;Defunciones;La Gomera;0
2006;Hombres;Menor de 1 año;Defunciones;Gran Canaria;13
2006;Hombres;Menor de 1 año;Defunciones;Fuerteventura;2
2006;Hombres;Menor de 1 año;Defunciones;El Hierro;1
2006;Hombres;Menor de 1 año;Defunciones;Canarias;48
2006;Hombres;95 años o más;Defunciones;Tenerife;50
2006;Hombres;95 años o más;Defunciones;Lanzarote;6
2006;Hombres;95 años o más;Defunciones;La Palma;5
2006;Hombres;95 años o más;Defunciones;La Gomera;5
2006;Hombres;95 años o más;Defunciones;Gran Canaria;57
2006;Hombres;95 años o más;Defunciones;Fuerteventura;2
2006;Hombres;95 años o más;Defunciones;El Hierro;1
2006;Hombres;95 años o más;Defunciones;Canarias;126
2006;Hombres;De 85 a 94 años;Defunciones;Tenerife;450
2006;Hombres;De 85 a 94 años;Defunciones;Lanzarote;45
2006;Hombres;De 85 a 94 años;Defunciones;La Palma;114
2006;Hombres;De 85 a 94 años;Defunciones;La Gomera;15
2006;Hombres;De 85 a 94 años;Defunciones;Gran Canaria;406
2006;Hombres;De 85 a 94 años;Defunciones;Fuerteventura;21
2006;Hombres;De 85 a 94 años;Defunciones;El Hierro;10
2006;Hombres;De 85 a 94 años;Defunciones;Canarias;1061
2006;Hombres;De 75 a 84 años;Defunciones;Tenerife;855
2006;Hombres;De 75 a 84 años;Defunciones;Lanzarote;69
2006;Hombres;De 75 a 84 años;Defunciones;La Palma;117
2006;Hombres;De 75 a 84 años;Defunciones;La Gomera;41
2006;Hombres;De 75 a 84 años;Defunciones;Gran Canaria;823
2006;Hombres;De 75 a 84 años;Defunciones;Fuerteventura;37
2006;Hombres;De 75 a 84 años;Defunciones;El Hierro;15
2006;Hombres;De 75 a 84 años;Defunciones;Canarias;1957
2006;Hombres;De 65 a 74 años;Defunciones;Tenerife;701
2006;Hombres;De 65 a 74 años;Defunciones;Lanzarote;65
2006;Hombres;De 65 a 74 años;Defunciones;La Palma;70
2006;Hombres;De 65 a 74 años;Defunciones;La Gomera;17
2006;Hombres;De 65 a 74 años;Defunciones;Gran Canaria;667
2006;Hombres;De 65 a 74 años;Defunciones;Fuerteventura;37
2006;Hombres;De 65 a 74 años;Defunciones;El Hierro;7
2006;Hombres;De 65 a 74 años;Defunciones;Canarias;1564
2006;Hombres;De 5 a 14 años;Defunciones;Tenerife;6
2006;Hombres;De 5 a 14 años;Defunciones;Lanzarote;0
2006;Hombres;De 5 a 14 años;Defunciones;La Palma;1
2006;Hombres;De 5 a 14 años;Defunciones;La Gomera;0
2006;Hombres;De 5 a 14 años;Defunciones;Gran Canaria;8
2006;Hombres;De 5 a 14 años;Defunciones;Fuerteventura;0
2006;Hombres;De 5 a 14 años;Defunciones;El Hierro;1
2006;Hombres;De 5 a 14 años;Defunciones;Canarias;16
2006;Hombres;De 55 a 64 años;Defunciones;Tenerife;422
2006;Hombres;De 55 a 64 años;Defunciones;Lanzarote;63
2006;Hombres;De 55 a 64 años;Defunciones;La Palma;43
2006;Hombres;De 55 a 64 años;Defunciones;La Gomera;12
2006;Hombres;De 55 a 64 años;Defunciones;Gran Canaria;444
2006;Hombres;De 55 a 64 años;Defunciones;Fuerteventura;38
2006;Hombres;De 55 a 64 años;Defunciones;El Hierro;3
2006;Hombres;De 55 a 64 años;Defunciones;Canarias;1025
2006;Hombres;De 45 a 54 años;Defunciones;Tenerife;286
2006;Hombres;De 45 a 54 años;Defunciones;Lanzarote;40
2006;Hombres;De 45 a 54 años;Defunciones;La Palma;22
2006;Hombres;De 45 a 54 años;Defunciones;La Gomera;6
2006;Hombres;De 45 a 54 años;Defunciones;Gran Canaria;259
2006;Hombres;De 45 a 54 años;Defunciones;Fuerteventura;30
2006;Hombres;De 45 a 54 años;Defunciones;El Hierro;1
2006;Hombres;De 45 a 54 años;Defunciones;Canarias;644
2006;Hombres;De 35 a 44 años;Defunciones;Tenerife;139
2006;Hombres;De 35 a 44 años;Defunciones;Lanzarote;24
2006;Hombres;De 35 a 44 años;Defunciones;La Palma;8
2006;Hombres;De 35 a 44 años;Defunciones;La Gomera;1
2006;Hombres;De 35 a 44 años;Defunciones;Gran Canaria;129
2006;Hombres;De 35 a 44 años;Defunciones;Fuerteventura;14
2006;Hombres;De 35 a 44 años;Defunciones;El Hierro;1
2006;Hombres;De 35 a 44 años;Defunciones;Canarias;316
2006;Hombres;De 25 a 34 años;Defunciones;Tenerife;82
2006;Hombres;De 25 a 34 años;Defunciones;Lanzarote;14
2006;Hombres;De 25 a 34 años;Defunciones;La Palma;7
2006;Hombres;De 25 a 34 años;Defunciones;La Gomera;0
2006;Hombres;De 25 a 34 años;Defunciones;Gran Canaria;50
2006;Hombres;De 25 a 34 años;Defunciones;Fuerteventura;12
2006;Hombres;De 25 a 34 años;Defunciones;El Hierro;0
2006;Hombres;De 25 a 34 años;Defunciones;Canarias;165
2006;Hombres;De 1 a 4 años;Defunciones;Tenerife;2
2006;Hombres;De 1 a 4 años;Defunciones;Lanzarote;1
2006;Hombres;De 1 a 4 años;Defunciones;La Palma;1
2006;Hombres;De 1 a 4 años;Defunciones;La Gomera;0
2006;Hombres;De 1 a 4 años;Defunciones;Gran Canaria;2
2006;Hombres;De 1 a 4 años;Defunciones;Fuerteventura;0
2006;Hombres;De 1 a 4 años;Defunciones;El Hierro;0
2006;Hombres;De 1 a 4 años;Defunciones;Canarias;6
2006;Hombres;De 15 a 24 años;Defunciones;Tenerife;38
2006;Hombres;De 15 a 24 años;Defunciones;Lanzarote;12
2006;Hombres;De 15 a 24 años;Defunciones;La Palma;6
2006;Hombres;De 15 a 24 años;Defunciones;La Gomera;0
2006;Hombres;De 15 a 24 años;Defunciones;Gran Canaria;37
2006;Hombres;De 15 a 24 años;Defunciones;Fuerteventura;4
2006;Hombres;De 15 a 24 años;Defunciones;El Hierro;0
2006;Hombres;De 15 a 24 años;Defunciones;Canarias;97
2006;Hombres;Total;Defunciones;Tenerife;3058
2006;Hombres;Total;Defunciones;Lanzarote;342
2006;Hombres;Total;Defunciones;La Palma;396
2006;Hombres;Total;Defunciones;La Gomera;97
2006;Hombres;Total;Defunciones;Gran Canaria;2895
2006;Hombres;Total;Defunciones;Fuerteventura;197
2006;Hombres;Total;Defunciones;El Hierro;40
2006;Hombres;Total;Defunciones;Canarias;7025
2006;Hombres;Menos de 7 días;Defunciones;Tenerife;5
2006;Hombres;Menos de 7 días;Defunciones;Lanzarote;0
2006;Hombres;Menos de 7 días;Defunciones;La Palma;1
2006;Hombres;Menos de 7 días;Defunciones;La Gomera;0
2006;Hombres;Menos de 7 días;Defunciones;Gran Canaria;6
2006;Hombres;Menos de 7 días;Defunciones;Fuerteventura;1
2006;Hombres;Menos de 7 días;Defunciones;El Hierro;1
2006;Hombres;Menos de 7 días;Defunciones;Canarias;14
2006;Hombres;De 7 a 27 días;Defunciones;Tenerife;11
2006;Hombres;De 7 a 27 días;Defunciones;Lanzarote;2
2006;Hombres;De 7 a 27 días;Defunciones;La Palma;1
2006;Hombres;De 7 a 27 días;Defunciones;La Gomera;0
2006;Hombres;De 7 a 27 días;Defunciones;Gran Canaria;1
2006;Hombres;De 7 a 27 días;Defunciones;Fuerteventura;0
2006;Hombres;De 7 a 27 días;Defunciones;El Hierro;0
2006;Hombres;De 7 a 27 días;Defunciones;Canarias;15
2006;Hombres;De 28 días a menos de 1 año;Defunciones;Tenerife;11
2006;Hombres;De 28 días a menos de 1 año;Defunciones;Lanzarote;1
2006;Hombres;De 28 días a menos de 1 año;Defunciones;La Palma;0
2006;Hombres;De 28 días a menos de 1 año;Defunciones;La Gomera;0
2006;Hombres;De 28 días a menos de 1 año;Defunciones;Gran Canaria;6
2006;Hombres;De 28 días a menos de 1 año;Defunciones;Fuerteventura;1
2006;Hombres;De 28 días a menos de 1 año;Defunciones;El Hierro;0
2006;Hombres;De 28 días a menos de 1 año;Defunciones;Canarias;19
2006;Mujeres;Menor de 1 año;Defunciones;Tenerife;19
2006;Mujeres;Menor de 1 año;Defunciones;Lanzarote;1
2006;Mujeres;Menor de 1 año;Defunciones;La Palma;0
2006;Mujeres;Menor de 1 año;Defunciones;La Gomera;0
2006;Mujeres;Menor de 1 año;Defunciones;Gran Canaria;15
2006;Mujeres;Menor de 1 año;Defunciones;Fuerteventura;1
2006;Mujeres;Menor de 1 año;Defunciones;El Hierro;0
2006;Mujeres;Menor de 1 año;Defunciones;Canarias;36
2006;Mujeres;95 años o más;Defunciones;Tenerife;146
2006;Mujeres;95 años o más;Defunciones;Lanzarote;21
2006;Mujeres;95 años o más;Defunciones;La Palma;30
2006;Mujeres;95 años o más;Defunciones;La Gomera;7
2006;Mujeres;95 años o más;Defunciones;Gran Canaria;150
2006;Mujeres;95 años o más;Defunciones;Fuerteventura;5
2006;Mujeres;95 años o más;Defunciones;El Hierro;5
2006;Mujeres;95 años o más;Defunciones;Canarias;364
2006;Mujeres;De 85 a 94 años;Defunciones;Tenerife;717
2006;Mujeres;De 85 a 94 años;Defunciones;Lanzarote;84
2006;Mujeres;De 85 a 94 años;Defunciones;La Palma;132
2006;Mujeres;De 85 a 94 años;Defunciones;La Gomera;33
2006;Mujeres;De 85 a 94 años;Defunciones;Gran Canaria;666
2006;Mujeres;De 85 a 94 años;Defunciones;Fuerteventura;30
2006;Mujeres;De 85 a 94 años;Defunciones;El Hierro;16
2006;Mujeres;De 85 a 94 años;Defunciones;Canarias;1678
2006;Mujeres;De 75 a 84 años;Defunciones;Tenerife;791
2006;Mujeres;De 75 a 84 años;Defunciones;Lanzarote;64
2006;Mujeres;De 75 a 84 años;Defunciones;La Palma;118
